DEPT [M],AC [US/F],CALI [IN],DEN [G/CC],GR [GAPI],NEU [%],RDEP [OHMM],RMED [OHMM]
1307.1836,nan,nan,nan,111.2411,nan,nan,nan
1307.336,nan,nan,nan,113.6158,nan,nan,nan
1307.4884,nan,nan,nan,110.9239,nan,nan,nan
1307.6408,nan,nan,nan,108.4965,nan,nan,nan
1307.7932,nan,nan,nan,108.3351,nan,nan,nan
1307.9456,nan,nan,nan,108.1736,nan,nan,nan
1308.098,nan,nan,nan,108.0135,nan,nan,nan
1308.2504,nan,nan,nan,107.9244,nan,nan,nan
1308.4028,nan,nan,nan,108.4182,nan,nan,nan
1308.5552,nan,nan,nan,109.1358,nan,nan,nan
1308.7076,nan,nan,nan,111.6421,nan,nan,nan
1308.86,nan,nan,nan,114.1445,nan,nan,nan
1309.0124,nan,nan,nan,116.64,nan,nan,nan
1309.1648,nan,nan,nan,118.5765,nan,nan,nan
1309.3172,nan,nan,nan,116.322,nan,nan,nan
1309.4696,nan,nan,nan,114.2179,nan,nan,nan
1309.622,nan,nan,nan,113.2523,nan,nan,nan
1309.7744,nan,nan,nan,112.403,nan,nan,nan
1309.9268,nan,nan,nan,112.4022,nan,nan,nan
1310.0792,nan,nan,nan,112.3614,nan,nan,nan
1310.2316,nan,nan,nan,112.0433,nan,nan,nan
1310.384,nan,nan,nan,111.9701,nan,nan,nan
1310.5364,nan,nan,nan,113.5767,nan,nan,nan
1310.6888,nan,nan,nan,114.8101,nan,nan,nan
1310.8412,nan,nan,nan,113.5119,nan,nan,nan
1310.9936,nan,nan,nan,111.9066,nan,nan,nan
1311.146,nan,nan,nan,108.2673,nan,nan,nan
1311.2984,nan,nan,nan,104.6281,nan,nan,nan
1311.4508,nan,nan,nan,100.9753,nan,nan,nan
1311.6032,nan,nan,nan,96.6525,nan,nan,nan
1311.7556,nan,nan,nan,88.0919,nan,nan,nan
1311.908,nan,nan,nan,80.3266,nan,nan,nan
1312.0604,nan,nan,nan,77.4175,nan,nan,nan
1312.2128,nan,nan,nan,74.8306,nan,nan,nan
1312.3652,nan,nan,nan,74.2058,nan,nan,nan
1312.5176,nan,nan,nan,73.5805,nan,nan,nan
1312.67,nan,nan,nan,72.9608,nan,nan,nan
1312.8224,nan,nan,nan,72.567,nan,nan,nan
1312.9748,nan,nan,nan,73.4831,nan,nan,nan
1313.1272,nan,nan,nan,73.9212,nan,nan,nan
1313.2796,nan,nan,nan,71.6393,nan,nan,nan
1313.432,nan,nan,nan,70.3017,nan,nan,nan
1313.5844,nan,nan,nan,74.2658,nan,nan,nan
1313.7368,nan,nan,nan,77.4006,nan,nan,nan
1313.8892,nan,nan,nan,75.9797,nan,nan,nan
1314.0416,nan,nan,nan,74.561,nan,nan,nan
1314.194,nan,nan,nan,73.1401,nan,nan,nan
1314.3464,nan,nan,nan,71.7204,nan,nan,nan
1314.4988,nan,nan,nan,70.3134,nan,nan,nan
1314.6512,nan,nan,nan,69.5233,nan,nan,nan
1314.8036,nan,nan,nan,71.9366,nan,nan,nan
1314.956,nan,nan,nan,73.8096,nan,nan,nan
1315.1084,nan,nan,nan,72.8853,nan,nan,nan
1315.2608,nan,nan,nan,71.5966,nan,nan,nan
1315.4132,nan,nan,nan,68.4951,nan,nan,nan
1315.5656,nan,nan,nan,66.4573,nan,nan,nan
1315.718,nan,nan,nan,69.6772,nan,nan,nan
1315.8704,nan,nan,nan,72.5142,nan,nan,nan
1316.0228,nan,nan,nan,73.5092,nan,nan,nan
1316.1752,nan,nan,nan,75.787,nan,nan,nan
1316.3276,nan,nan,nan,84.1187,nan,nan,nan
1316.48,nan,nan,nan,88.582,nan,nan,nan
1316.6324,nan,nan,nan,74.8973,nan,nan,nan
1316.7848,nan,nan,nan,64.5912,nan,nan,nan
1316.9372,nan,nan,nan,69.7965,nan,nan,nan
1317.0896,nan,nan,nan,73.7576,nan,nan,nan
1317.242,nan,nan,nan,72.1759,nan,nan,nan
1317.3944,nan,nan,nan,74.6252,nan,nan,nan
1317.5468,nan,nan,nan,94.9779,nan,nan,nan
1317.6992,nan,nan,nan,112.9647,nan,nan,nan
1317.8516,nan,nan,nan,120.2712,nan,nan,nan
1318.004,nan,nan,nan,121.3411,nan,nan,nan
1318.1564,nan,nan,nan,95.5363,nan,nan,nan
1318.3088,nan,nan,nan,74.5148,nan,nan,nan
1318.4612,nan,nan,nan,74.0332,nan,nan,nan
1318.6136,nan,nan,nan,73.5516,nan,nan,nan
1318.766,nan,nan,nan,73.07,nan,nan,nan
1318.9184,nan,nan,nan,72.5888,nan,nan,nan
1319.0708,nan,nan,nan,72.1068,nan,nan,nan
1319.2232,nan,nan,nan,71.6252,nan,nan,nan
1319.3756,nan,nan,nan,71.2095,nan,nan,nan
1319.528,nan,nan,nan,73.8536,nan,nan,nan
1319.6804,nan,nan,nan,88.7745,nan,nan,nan
1319.8328,nan,nan,nan,105.1026,nan,nan,nan
1319.9852,nan,nan,nan,126.824,nan,nan,nan
1320.1376,nan,nan,nan,140.5312,nan,nan,nan
1320.29,nan,nan,nan,123.2319,nan,nan,nan
1320.4424,nan,nan,nan,105.9602,nan,nan,nan
1320.5948,nan,nan,nan,88.7392,nan,nan,nan
1320.7472,nan,nan,nan,74.4906,nan,nan,nan
1320.8996,nan,nan,nan,71.5463,nan,nan,nan
1321.052,nan,nan,nan,71.9743,nan,nan,nan
1321.2044,nan,nan,nan,84.8134,nan,nan,nan
1321.3568,nan,nan,nan,93.8148,nan,nan,nan
1321.5092,nan,nan,nan,88.727,nan,nan,nan
1321.6616,nan,nan,nan,83.6311,nan,nan,nan
1321.814,nan,nan,nan,78.5459,nan,nan,nan
1321.9664,nan,nan,nan,73.7642,nan,nan,nan
1322.1188,nan,nan,nan,70.0652,nan,nan,nan
1322.2712,nan,nan,nan,67.3572,nan,nan,nan
1322.4236,nan,nan,nan,68.1111,nan,nan,nan
1322.576,nan,nan,nan,68.8644,nan,nan,nan
1322.7284,nan,nan,nan,69.6177,nan,nan,nan
1322.8808,nan,nan,nan,70.3709,nan,nan,nan
1323.0332,nan,nan,nan,71.1201,nan,nan,nan
1323.1856,nan,nan,nan,71.6802,nan,nan,nan
1323.338,nan,nan,nan,71.6057,nan,nan,nan
1323.4904,nan,nan,nan,71.5312,nan,nan,nan
1323.6428,nan,nan,nan,71.4567,nan,nan,nan
1323.7952,nan,nan,nan,71.3822,nan,nan,nan
1323.9476,nan,nan,nan,71.3077,nan,nan,nan
1324.1,nan,nan,nan,71.2331,nan,nan,nan
1324.2524,nan,nan,nan,71.1586,nan,nan,nan
1324.4048,nan,nan,nan,71.0841,nan,nan,nan
1324.5572,nan,nan,nan,71.0096,nan,nan,nan
1324.7096,nan,nan,nan,70.9351,nan,nan,nan
1324.862,nan,nan,nan,70.8606,nan,nan,nan
1325.0144,nan,nan,nan,70.7861,nan,nan,nan
1325.1668,nan,nan,nan,70.7115,nan,nan,nan
1325.3192,nan,nan,nan,70.637,nan,nan,nan
1325.4716,nan,nan,nan,70.5625,nan,nan,nan
1325.624,nan,nan,nan,70.488,nan,nan,nan
1325.7764,nan,nan,nan,70.4134,nan,nan,nan
1325.9288,nan,nan,nan,70.3389,nan,nan,nan
1326.0812,nan,nan,nan,70.2645,nan,nan,nan
1326.2336,nan,nan,nan,70.1899,nan,nan,nan
1326.386,nan,nan,nan,70.1154,nan,nan,nan
1326.5384,nan,nan,nan,70.0408,nan,nan,nan
1326.6908,nan,nan,nan,69.9663,nan,nan,nan
1326.8432,nan,nan,nan,69.8918,nan,nan,nan
1326.9956,nan,nan,nan,69.8289,nan,nan,nan
1327.148,nan,nan,nan,70.2887,nan,nan,nan
1327.3004,nan,nan,nan,72.201,nan,nan,nan
1327.4528,nan,nan,nan,73.0131,nan,nan,nan
1327.6052,nan,nan,nan,70.7666,nan,nan,nan
1327.7576,nan,nan,nan,69.118,nan,nan,nan
1327.91,nan,nan,nan,69.118,nan,nan,nan
1328.0624,nan,nan,nan,69.118,nan,nan,nan
1328.2148,nan,nan,nan,69.118,nan,nan,nan
1328.3672,nan,nan,nan,69.118,nan,nan,nan
1328.5196,nan,nan,nan,69.118,nan,nan,nan
1328.672,nan,nan,nan,69.118,nan,nan,nan
1328.8244,nan,nan,nan,69.118,nan,nan,nan
1328.9768,nan,nan,nan,69.118,nan,nan,nan
1329.1292,nan,nan,nan,69.118,nan,nan,nan
1329.2816,nan,nan,nan,69.118,nan,nan,nan
1329.434,nan,nan,nan,69.118,nan,nan,nan
1329.5864,nan,nan,nan,69.118,nan,nan,nan
1329.7388,nan,nan,nan,69.1302,nan,nan,nan
1329.8912,nan,nan,nan,69.6885,nan,nan,nan
1330.0436,nan,nan,nan,71.6131,nan,nan,nan
1330.196,nan,nan,nan,72.987,nan,nan,nan
1330.3484,nan,nan,nan,72.9787,nan,nan,nan
1330.5008,nan,nan,nan,72.6013,nan,nan,nan
1330.6532,nan,nan,nan,71.3217,nan,nan,nan
1330.8056,nan,nan,nan,70.603,nan,nan,nan
1330.958,nan,nan,nan,71.2404,nan,nan,nan
1331.1104,nan,nan,nan,71.5013,nan,nan,nan
1331.2628,nan,nan,nan,70.8598,nan,nan,nan
1331.4152,nan,nan,nan,70.408,nan,nan,nan
1331.5676,nan,nan,nan,70.408,nan,nan,nan
1331.72,nan,nan,nan,70.408,nan,nan,nan
1331.8724,nan,nan,nan,70.408,nan,nan,nan
1332.0248,nan,nan,nan,70.408,nan,nan,nan
1332.1772,nan,nan,nan,70.3899,nan,nan,nan
1332.3296,nan,nan,nan,69.5697,nan,nan,nan
1332.482,nan,nan,nan,66.9039,nan,nan,nan
1332.6344,nan,nan,nan,64.236,nan,nan,nan
1332.7868,nan,nan,nan,61.6147,nan,nan,nan
1332.9392,nan,nan,nan,60.8701,nan,nan,nan
1333.0916,nan,nan,nan,64.3401,nan,nan,nan
1333.244,nan,nan,nan,67.8129,nan,nan,nan
1333.3964,nan,nan,nan,71.2539,nan,nan,nan
1333.5488,nan,nan,nan,73.1625,nan,nan,nan
1333.7012,nan,nan,nan,71.6634,nan,nan,nan
1333.8536,nan,nan,nan,67.9395,nan,nan,nan
1334.006,nan,nan,nan,59.474,nan,nan,nan
1334.1584,nan,nan,nan,55.9341,nan,nan,nan
1334.3108,nan,nan,nan,62.9368,nan,nan,nan
1334.4632,nan,nan,nan,69.9395,nan,nan,nan
1334.6156,nan,nan,nan,76.8217,nan,nan,nan
1334.768,nan,nan,nan,78.6387,nan,nan,nan
1334.9204,nan,nan,nan,69.9327,nan,nan,nan
1335.0728,nan,nan,nan,66.6883,nan,nan,nan
1335.2252,nan,nan,nan,74.6887,nan,nan,nan
1335.3776,nan,nan,nan,79.166,nan,nan,nan
1335.53,nan,nan,nan,76.4135,nan,nan,nan
1335.6824,nan,nan,nan,73.4979,nan,nan,nan
1335.8348,nan,nan,nan,70.3118,nan,nan,nan
1335.9872,nan,nan,nan,69.3125,nan,nan,nan
1336.1396,nan,nan,nan,72.6509,nan,nan,nan
1336.292,nan,nan,nan,73.5176,nan,nan,nan
1336.4444,nan,nan,nan,69.5085,nan,nan,nan
1336.5968,nan,nan,nan,66.8802,nan,nan,nan
1336.7492,nan,nan,nan,66.9636,nan,nan,nan
1336.9016,nan,nan,nan,67.0469,nan,nan,nan
1337.054,nan,nan,nan,67.1372,nan,nan,nan
1337.2064,nan,nan,nan,67.5278,nan,nan,nan
1337.3588,nan,nan,nan,68.4963,nan,nan,nan
1337.5112,nan,nan,nan,69.4655,nan,nan,nan
1337.6636,nan,nan,nan,70.4173,nan,nan,nan
1337.816,nan,nan,nan,70.6735,nan,nan,nan
1337.9684,nan,nan,nan,69.6225,nan,nan,nan
1338.1208,nan,nan,nan,68.5699,nan,nan,nan
1338.2732,nan,nan,nan,67.5381,nan,nan,nan
1338.4256,nan,nan,nan,67.3842,nan,nan,nan
1338.578,nan,nan,nan,68.8442,nan,nan,nan
1338.7304,nan,nan,nan,70.3982,nan,nan,nan
1338.8828,nan,nan,nan,72.1107,nan,nan,nan
1339.0352,nan,nan,nan,73.0538,nan,nan,nan
1339.1876,nan,nan,nan,72.6174,nan,nan,nan
1339.34,nan,nan,nan,72.2312,nan,nan,nan
1339.4924,nan,nan,nan,71.9345,nan,nan,nan
1339.6448,nan,nan,nan,71.6378,nan,nan,nan
1339.7972,nan,nan,nan,71.341,nan,nan,nan
1339.9496,nan,nan,nan,71.0443,nan,nan,nan
1340.102,nan,nan,nan,70.7475,nan,nan,nan
1340.2544,nan,nan,nan,70.4508,nan,nan,nan
1340.4068,nan,nan,nan,70.1611,nan,nan,nan
1340.5592,nan,nan,nan,70.1786,nan,nan,nan
1340.7116,nan,nan,nan,70.7225,nan,nan,nan
1340.864,nan,nan,nan,71.3668,nan,nan,nan
1341.0164,nan,nan,nan,72.1602,nan,nan,nan
1341.1688,nan,nan,nan,72.1708,nan,nan,nan
1341.3212,nan,nan,nan,70.8754,nan,nan,nan
1341.4736,nan,nan,nan,69.5791,nan,nan,nan
1341.626,nan,nan,nan,68.3139,nan,nan,nan
1341.7784,nan,nan,nan,68.4498,nan,nan,nan
1341.9308,nan,nan,nan,70.8594,nan,nan,nan
1342.0832,nan,nan,nan,72.4698,nan,nan,nan
1342.2356,nan,nan,nan,72.7816,nan,nan,nan
1342.388,nan,nan,nan,72.6008,nan,nan,nan
1342.5404,nan,nan,nan,71.6269,nan,nan,nan
1342.6928,nan,nan,nan,70.4051,nan,nan,nan
1342.8452,nan,nan,nan,68.8134,nan,nan,nan
1342.9976,nan,nan,nan,68.1886,nan,nan,nan
1343.15,nan,nan,nan,69.0782,nan,nan,nan
1343.3024,nan,nan,nan,69.9693,nan,nan,nan
1343.4548,nan,nan,nan,70.8341,nan,nan,nan
1343.6072,nan,nan,nan,70.5898,nan,nan,nan
1343.7596,nan,nan,nan,68.6747,nan,nan,nan
1343.912,nan,nan,nan,68.1642,nan,nan,nan
1344.0644,nan,nan,nan,69.7724,nan,nan,nan
1344.2168,nan,nan,nan,70.6719,nan,nan,nan
1344.3692,nan,nan,nan,70.5216,nan,nan,nan
1344.5216,nan,nan,nan,71.0799,nan,nan,nan
1344.674,nan,nan,nan,72.6522,nan,nan,nan
1344.8264,nan,nan,nan,72.4153,nan,nan,nan
1344.9788,nan,nan,nan,69.553,nan,nan,nan
1345.1312,nan,nan,nan,68.645,nan,nan,nan
1345.2836,nan,nan,nan,70.5608,nan,nan,nan
1345.436,nan,nan,nan,71.495,nan,nan,nan
1345.5884,nan,nan,nan,70.9994,nan,nan,nan
1345.7408,nan,nan,nan,69.8071,nan,nan,nan
1345.8932,nan,nan,nan,67.6397,nan,nan,nan
1346.0456,nan,nan,nan,66.2276,nan,nan,nan
1346.198,nan,nan,nan,65.8895,nan,nan,nan
1346.3504,nan,nan,nan,65.5508,nan,nan,nan
1346.5028,nan,nan,nan,65.2343,nan,nan,nan
1346.6552,nan,nan,nan,65.867,nan,nan,nan
1346.8076,nan,nan,nan,67.7836,nan,nan,nan
1346.96,nan,nan,nan,68.3913,nan,nan,nan
1347.1124,nan,nan,nan,67.2347,nan,nan,nan
1347.2648,nan,nan,nan,67.3887,nan,nan,nan
1347.4172,nan,nan,nan,69.3019,nan,nan,nan
1347.5696,nan,nan,nan,70.1226,nan,nan,nan
1347.722,nan,nan,nan,69.4624,nan,nan,nan
1347.8744,nan,nan,nan,68.1832,nan,nan,nan
1348.0268,nan,nan,nan,66.1079,nan,nan,nan
1348.1792,nan,nan,nan,65.2303,nan,nan,nan
1348.3316,nan,nan,nan,65.9319,nan,nan,nan
1348.484,nan,nan,nan,66.6324,nan,nan,nan
1348.6364,nan,nan,nan,67.3335,nan,nan,nan
1348.7888,nan,nan,nan,68.0345,nan,nan,nan
1348.9412,nan,nan,nan,68.7285,nan,nan,nan
1349.0936,nan,nan,nan,69.118,nan,nan,nan
1349.246,nan,nan,nan,69.0931,nan,nan,nan
1349.3984,nan,nan,nan,67.9934,nan,nan,nan
1349.5508,nan,nan,nan,65.5994,nan,nan,nan
1349.7032,nan,nan,nan,65.8392,nan,nan,nan
1349.8556,nan,nan,nan,69.3368,nan,nan,nan
1350.008,nan,nan,nan,70.9886,nan,nan,nan
1350.1604,nan,nan,nan,70.3848,nan,nan,nan
1350.3128,nan,nan,nan,71.158,nan,nan,nan
1350.4652,nan,nan,nan,73.6257,nan,nan,nan
1350.6176,nan,nan,nan,76.0895,nan,nan,nan
1350.77,nan,nan,nan,78.5573,nan,nan,nan
1350.9224,nan,nan,nan,81.023,nan,nan,nan
1351.0748,nan,nan,nan,83.4888,nan,nan,nan
1351.2272,nan,nan,nan,85.9546,nan,nan,nan
1351.3796,nan,nan,nan,88.4184,nan,nan,nan
1351.532,nan,nan,nan,90.8861,nan,nan,nan
1351.6844,nan,nan,nan,93.285,nan,nan,nan
1351.8368,nan,nan,nan,92.8116,nan,nan,nan
1351.9892,nan,nan,nan,88.9831,nan,nan,nan
1352.1416,nan,nan,nan,85.1547,nan,nan,nan
1352.294,nan,nan,nan,81.3263,nan,nan,nan
1352.4464,nan,nan,nan,77.4948,nan,nan,nan
1352.5988,nan,nan,nan,73.8102,nan,nan,nan
1352.7512,nan,nan,nan,76.168,nan,nan,nan
1352.9036,nan,nan,nan,85.1993,nan,nan,nan
1353.056,nan,nan,nan,86.3238,nan,nan,nan
1353.2084,nan,nan,nan,78.6077,nan,nan,nan
1353.3608,nan,nan,nan,72.9465,nan,nan,nan
1353.5132,nan,nan,nan,69.6076,nan,nan,nan
1353.6656,nan,nan,nan,68.7829,nan,nan,nan
1353.818,nan,nan,nan,70.8625,nan,nan,nan
1353.9704,nan,nan,nan,78.9928,nan,nan,nan
1354.1228,nan,nan,nan,93.5008,nan,nan,nan
1354.2752,nan,nan,nan,99.7182,nan,nan,nan
1354.4276,nan,nan,nan,97.0706,nan,nan,nan
1354.58,nan,nan,nan,98.6736,nan,nan,nan
1354.7324,nan,nan,nan,104.6735,nan,nan,nan
1354.8848,nan,nan,nan,104.723,nan,nan,nan
1355.0372,nan,nan,nan,98.4717,nan,nan,nan
1355.1896,nan,nan,nan,92.2204,nan,nan,nan
1355.342,nan,nan,nan,85.9692,nan,nan,nan
1355.4944,nan,nan,nan,79.7179,nan,nan,nan
1355.6468,nan,nan,nan,73.5514,nan,nan,nan
1355.7992,nan,nan,nan,71.0143,nan,nan,nan
1355.9516,nan,nan,nan,72.2014,nan,nan,nan
1356.104,nan,nan,nan,73.3886,nan,nan,nan
1356.2564,nan,nan,nan,74.5757,nan,nan,nan
1356.4088,nan,nan,nan,75.7629,nan,nan,nan
1356.5612,nan,nan,nan,76.926,nan,nan,nan
1356.7136,nan,nan,nan,77.02,nan,nan,nan
1356.866,nan,nan,nan,76.0694,nan,nan,nan
1357.0184,nan,nan,nan,75.9232,nan,nan,nan
1357.1708,nan,nan,nan,76.5746,nan,nan,nan
1357.3232,nan,nan,nan,77.4661,nan,nan,nan
1357.4756,nan,nan,nan,78.586,nan,nan,nan
1357.628,nan,nan,nan,79.5507,nan,nan,nan
1357.7804,nan,nan,nan,80.3378,nan,nan,nan
1357.9328,nan,nan,nan,80.0628,nan,nan,nan
1358.0852,nan,nan,nan,78.7773,nan,nan,nan
1358.2376,nan,nan,nan,77.7068,nan,nan,nan
1358.39,nan,nan,nan,76.8942,nan,nan,nan
1358.5424,nan,nan,nan,78.2775,nan,nan,nan
1358.6948,nan,nan,nan,81.6925,nan,nan,nan
1358.8472,nan,nan,nan,83.6289,nan,nan,nan
1358.9996,nan,nan,nan,84.1968,nan,nan,nan
1359.152,nan,nan,nan,84.7643,nan,nan,nan
1359.3044,nan,nan,nan,85.3111,nan,nan,nan
1359.4568,nan,nan,nan,84.9776,nan,nan,nan
1359.6092,nan,nan,nan,83.8625,nan,nan,nan
1359.7616,nan,nan,nan,83.591,nan,nan,nan
1359.914,nan,nan,nan,84.0445,nan,nan,nan
1360.0664,nan,nan,nan,82.9766,nan,nan,nan
1360.2188,nan,nan,nan,80.595,nan,nan,nan
1360.3712,nan,nan,nan,80.1075,nan,nan,nan
1360.5236,nan,nan,nan,81.2947,nan,nan,nan
1360.676,nan,nan,nan,82.4827,nan,nan,nan
1360.8284,nan,nan,nan,83.6689,nan,nan,nan
1360.9808,nan,nan,nan,84.857,nan,nan,nan
1361.1332,nan,nan,nan,86.1627,nan,nan,nan
1361.2856,nan,nan,nan,92.5652,nan,nan,nan
1361.438,nan,nan,nan,103.0363,nan,nan,nan
1361.5904,nan,nan,nan,100.086,nan,nan,nan
1361.7428,nan,nan,nan,85.9347,nan,nan,nan
1361.8952,nan,nan,nan,80.2742,nan,nan,nan
1362.0476,nan,nan,nan,81.7086,nan,nan,nan
1362.2,nan,nan,nan,82.0941,nan,nan,nan
1362.3524,nan,nan,nan,81.6077,nan,nan,nan
1362.5048,nan,nan,nan,81.1218,nan,nan,nan
1362.6572,nan,nan,nan,80.6362,nan,nan,nan
1362.8096,nan,nan,nan,80.1499,nan,nan,nan
1362.962,nan,nan,nan,79.6871,nan,nan,nan
1363.1144,nan,nan,nan,80.1945,nan,nan,nan
1363.2668,nan,nan,nan,81.4856,nan,nan,nan
1363.4192,nan,nan,nan,82.7767,nan,nan,nan
1363.5716,nan,nan,nan,84.0219,nan,nan,nan
1363.724,nan,nan,nan,83.3104,nan,nan,nan
1363.8764,nan,nan,nan,81.2655,nan,nan,nan
1364.0288,nan,nan,nan,88.3432,nan,nan,nan
1364.1812,nan,nan,nan,102.284,nan,nan,nan
1364.3336,nan,nan,nan,104.1631,nan,nan,nan
1364.486,nan,nan,nan,96.6866,nan,nan,nan
1364.6384,nan,nan,nan,89.21,nan,nan,nan
1364.7908,nan,nan,nan,81.8331,nan,nan,nan
1364.9432,nan,nan,nan,78.9537,nan,nan,nan
1365.0956,nan,nan,nan,79.48,nan,nan,nan
1365.248,nan,nan,nan,80.0055,nan,nan,nan
1365.4004,nan,nan,nan,80.5115,nan,nan,nan
1365.5528,nan,nan,nan,80.1726,nan,nan,nan
1365.7052,nan,nan,nan,79.2146,nan,nan,nan
1365.8576,nan,nan,nan,78.7118,nan,nan,nan
1366.01,nan,nan,nan,78.5413,nan,nan,nan
1366.1624,nan,nan,nan,78.2042,nan,nan,nan
1366.3148,nan,nan,nan,77.7465,nan,nan,nan
1366.4672,nan,nan,nan,77.2881,nan,nan,nan
1366.6196,nan,nan,nan,76.8114,nan,nan,nan
1366.772,nan,nan,nan,75.5435,nan,nan,nan
1366.9244,nan,nan,nan,73.7347,nan,nan,nan
1367.0768,nan,nan,nan,72.945,nan,nan,nan
1367.2292,nan,nan,nan,72.8756,nan,nan,nan
1367.3816,nan,nan,nan,72.8062,nan,nan,nan
1367.534,nan,nan,nan,72.7367,nan,nan,nan
1367.6864,nan,nan,nan,72.6673,nan,nan,nan
1367.8388,nan,nan,nan,72.5483,nan,nan,nan
1367.9912,nan,nan,nan,70.3259,nan,nan,nan
1368.1436,nan,nan,nan,66.7557,nan,nan,nan
1368.296,nan,nan,nan,67.3377,nan,nan,nan
1368.4484,nan,nan,nan,70.6854,nan,nan,nan
1368.6008,nan,nan,nan,72.0621,nan,nan,nan
1368.7532,nan,nan,nan,72.0993,nan,nan,nan
1368.9056,nan,nan,nan,71.5014,nan,nan,nan
1369.058,nan,nan,nan,70.481,nan,nan,nan
1369.2104,nan,nan,nan,69.4535,nan,nan,nan
1369.3628,nan,nan,nan,68.4468,nan,nan,nan
1369.5152,nan,nan,nan,68.428,nan,nan,nan
1369.6676,nan,nan,nan,69.0523,nan,nan,nan
1369.82,nan,nan,nan,69.677,nan,nan,nan
1369.9724,nan,nan,nan,70.2627,nan,nan,nan
1370.1248,nan,nan,nan,69.1683,nan,nan,nan
1370.2772,nan,nan,nan,67.0475,nan,nan,nan
1370.4296,nan,nan,nan,66.9241,nan,nan,nan
1370.582,nan,nan,nan,68.0534,nan,nan,nan
1370.7344,nan,nan,nan,68.8842,nan,nan,nan
1370.8868,nan,nan,nan,69.5086,nan,nan,nan
1371.0392,nan,nan,nan,69.2447,nan,nan,nan
1371.1916,nan,nan,nan,68.444,nan,nan,nan
1371.344,nan,nan,nan,68.091,nan,nan,nan
1371.4964,nan,nan,nan,68.0129,nan,nan,nan
1371.6488,nan,nan,nan,67.9348,nan,nan,nan
1371.8012,nan,nan,nan,67.8743,nan,nan,nan
1371.9536,nan,nan,nan,68.5618,nan,nan,nan
1372.106,nan,nan,nan,69.6611,nan,nan,nan
1372.2584,nan,nan,nan,69.2513,nan,nan,nan
1372.4108,nan,nan,nan,67.9817,nan,nan,nan
1372.5632,nan,nan,nan,68.0244,nan,nan,nan
1372.7156,nan,nan,nan,68.7911,nan,nan,nan
1372.868,nan,nan,nan,67.6423,nan,nan,nan
1373.0204,nan,nan,nan,65.4355,nan,nan,nan
1373.1728,nan,nan,nan,65.4515,nan,nan,nan
1373.3252,nan,nan,nan,66.7565,nan,nan,nan
1373.4776,nan,nan,nan,68.6027,nan,nan,nan
1373.63,nan,nan,nan,70.6958,nan,nan,nan
1373.7824,nan,nan,nan,70.0659,nan,nan,nan
1373.9348,nan,nan,nan,68.0029,nan,nan,nan
1374.0872,nan,nan,nan,69.8662,nan,nan,nan
1374.2396,nan,nan,nan,73.8035,nan,nan,nan
1374.392,nan,nan,nan,73.5332,nan,nan,nan
1374.5444,nan,nan,nan,70.9993,nan,nan,nan
1374.6968,nan,nan,nan,70.4165,nan,nan,nan
1374.8492,nan,nan,nan,70.8883,nan,nan,nan
1375.0016,nan,nan,nan,71.053,nan,nan,nan
1375.154,nan,nan,nan,71.0506,nan,nan,nan
1375.3064,nan,nan,nan,70.9479,nan,nan,nan
1375.4588,nan,nan,nan,70.8846,nan,nan,nan
1375.6112,nan,nan,nan,74.7553,nan,nan,nan
1375.7636,nan,nan,nan,80.5917,nan,nan,nan
1375.916,nan,nan,nan,82.2427,nan,nan,nan
1376.0684,nan,nan,nan,81.7207,nan,nan,nan
1376.2208,nan,nan,nan,81.1987,nan,nan,nan
1376.3732,nan,nan,nan,80.6768,nan,nan,nan
1376.5256,nan,nan,nan,80.1548,nan,nan,nan
1376.678,nan,nan,nan,79.6329,nan,nan,nan
1376.8304,nan,nan,nan,79.1109,nan,nan,nan
1376.9828,nan,nan,nan,78.5889,nan,nan,nan
1377.1352,nan,nan,nan,78.067,nan,nan,nan
1377.2876,nan,nan,nan,77.545,nan,nan,nan
1377.44,nan,nan,nan,77.0226,nan,nan,nan
1377.5924,nan,nan,nan,76.5011,nan,nan,nan
1377.7448,nan,nan,nan,75.9787,nan,nan,nan
1377.8972,nan,nan,nan,75.4572,nan,nan,nan
1378.0496,nan,nan,nan,74.9348,nan,nan,nan
1378.202,nan,nan,nan,74.4177,nan,nan,nan
1378.3544,nan,nan,nan,74.108,nan,nan,nan
1378.5068,nan,nan,nan,73.8961,nan,nan,nan
1378.6592,nan,nan,nan,73.6845,nan,nan,nan
1378.8116,nan,nan,nan,73.4726,nan,nan,nan
1378.964,nan,nan,nan,73.2608,nan,nan,nan
1379.1164,nan,nan,nan,73.0784,nan,nan,nan
1379.2688,nan,nan,nan,74.1355,nan,nan,nan
1379.4212,nan,nan,nan,75.7411,nan,nan,nan
1379.5736,nan,nan,nan,76.5495,nan,nan,nan
1379.726,nan,nan,nan,76.9357,nan,nan,nan
1379.8784,nan,nan,nan,74.7316,nan,nan,nan
1380.0308,nan,nan,nan,71.4416,nan,nan,nan
1380.1832,nan,nan,nan,71.2413,nan,nan,nan
1380.3356,nan,nan,nan,72.3912,nan,nan,nan
1380.488,nan,nan,nan,72.8424,nan,nan,nan
1380.6404,nan,nan,nan,72.9881,nan,nan,nan
1380.7928,nan,nan,nan,73.1339,nan,nan,nan
1380.9452,nan,nan,nan,73.266,nan,nan,nan
1381.0976,nan,nan,nan,72.8314,nan,nan,nan
