Wellbore name	Top depth [m]	Bottom depth [m]	Lithostrat. unit	Level	NPDID lithostrat. unit	Wellbore completion date	NPDID wellbore	Date updated	Date sync NPD
15/12-17 A	2501	2693	ROGALAND GP	GROUP	131	39164	5484		22.06.2018
15/12-17 A	2693	3047	SHETLAND GP	GROUP	143	39164	5484		22.06.2018
15/12-17 A	3047	3175	CROMER KNOLL GP	GROUP	23	39164	5484		22.06.2018
15/12-17 A	3175	3550	VIKING GP	GROUP	188	39164	5484		22.06.2018
15/12-17 A	3550	3620	NO GROUP DEFINED	GROUP	208	39164	5484		22.06.2018
15/12-17 S	130	1258	NORDLAND GP	GROUP	113	39117	5442		22.06.2018
15/12-17 S	1258	2501	HORDALAND GP	GROUP	67	39117	5442		22.06.2018
15/12-17 S	2501	2693	ROGALAND GP	GROUP	131	39117	5442		22.06.2018
15/12-17 S	2693	3047	SHETLAND GP	GROUP	143	39117	5442		22.06.2018
15/12-17 S	3047	3162	CROMER KNOLL GP	GROUP	23	39117	5442		22.06.2018
15/12-17 S	3162	3331	VIKING GP	GROUP	188	39117	5442		22.06.2018
15/12-17 S	3331	3345	NO GROUP DEFINED	GROUP	208	39117	5442		22.06.2018
15/12-17 S	3345	3371	ZECHSTEIN GP	GROUP	194	39117	5442		22.06.2018
15/12-18 A	134	1096	NORDLAND GP	GROUP	113	39427	5608		22.06.2018
15/12-18 A	1096	2678	HORDALAND GP	GROUP	67	39427	5608		22.06.2018
15/12-18 A	2678	2974	ROGALAND GP	GROUP	131	39427	5608		22.06.2018
15/12-18 A	2974	3036	SHETLAND GP	GROUP	143	39427	5608		22.06.2018
15/12-18 S	134	1096	NORDLAND GP	GROUP	113	39393	5607		22.06.2018
15/12-18 S	1096	2450	HORDALAND GP	GROUP	67	39393	5607		22.06.2018
15/12-18 S	2450	2712	ROGALAND GP	GROUP	131	39393	5607		22.06.2018
15/12-18 S	2712	3138	SHETLAND GP	GROUP	143	39393	5607		22.06.2018
15/12-18 S	3138	3210	CROMER KNOLL GP	GROUP	23	39393	5607		22.06.2018
15/12-18 S	3210	3420	VIKING GP	GROUP	188	39393	5607		22.06.2018
15/12-18 S	3420	3468	VESTLAND GP	GROUP	186	39393	5607		22.06.2018
15/12-18 S	3468	3520	ZECHSTEIN GP	GROUP	194	39393	5607		22.06.2018
15/12-19	127.9	1303	NORDLAND GP	GROUP	113	39588	5705		22.06.2018
15/12-19	1303	2419	HORDALAND GP	GROUP	67	39588	5705		22.06.2018
15/12-19	2419	2653	ROGALAND GP	GROUP	131	39588	5705		22.06.2018
15/12-19	2653	2896	SHETLAND GP	GROUP	143	39588	5705		22.06.2018
15/12-19	2896	2969	CROMER KNOLL GP	GROUP	23	39588	5705		22.06.2018
15/12-19	2969	2973	VIKING GP	GROUP	188	39588	5705		22.06.2018
15/12-19	2973	3212	NO GROUP DEFINED	GROUP	208	39588	5705		22.06.2018
15/12-20 S	136	1305	NORDLAND GP	GROUP	113	39630	5824		22.06.2018
15/12-20 S	1305	2906	HORDALAND GP	GROUP	67	39630	5824		22.06.2018
15/12-20 S	2906	3269	ROGALAND GP	GROUP	131	39630	5824		22.06.2018
15/12-20 S	3269	3699	SHETLAND GP	GROUP	143	39630	5824		22.06.2018
15/12-20 S	3699	3791	CROMER KNOLL GP	GROUP	23	39630	5824		22.06.2018
15/12-20 S	3791	3808	VIKING GP	GROUP	188	39630	5824		22.06.2018
15/12-20 S	3808	3874	VESTLAND GP	GROUP	186	39630	5824		22.06.2018
15/12-20 S	3874	4192	NO GROUP DEFINED	GROUP	208	39630	5824		22.06.2018
15/12-21	128	1131	NORDLAND GP	GROUP	113	39954	6047		22.06.2018
15/12-21	1131	2323	HORDALAND GP	GROUP	67	39954	6047		22.06.2018
15/12-21	2323	2505	ROGALAND GP	GROUP	131	39954	6047		22.06.2018
15/12-21	2505	2836	SHETLAND GP	GROUP	143	39954	6047		22.06.2018
15/12-21	2836	2887	CROMER KNOLL GP	GROUP	23	39954	6047		22.06.2018
15/12-21	2887	3031	VIKING GP	GROUP	188	39954	6047		22.06.2018
15/12-21	3031	3122	VESTLAND GP	GROUP	186	39954	6047		22.06.2018
15/12-21	3122	3310	NO GROUP DEFINED	GROUP	208	39954	6047		22.06.2018
15/12-21 A	128	1131	NORDLAND GP	GROUP	113	39985	6139		22.06.2018
15/12-21 A	1131	2323	HORDALAND GP	GROUP	67	39985	6139		22.06.2018
15/12-21 A	2323	2516	ROGALAND GP	GROUP	131	39985	6139		22.06.2018
15/12-21 A	2516	2970	SHETLAND GP	GROUP	143	39985	6139		22.06.2018
15/12-21 A	2970	3088	CROMER KNOLL GP	GROUP	23	39985	6139		22.06.2018
15/12-21 A	3088	3378	VIKING GP	GROUP	188	39985	6139		22.06.2018
15/12-21 A	3378	3493	VESTLAND GP	GROUP	186	39985	6139		22.06.2018
15/12-21 A	3493	3702	NO GROUP DEFINED	GROUP	208	39985	6139		22.06.2018
15/12-22	109	1094	NORDLAND GP	GROUP	113	40314	6326		22.06.2018
15/12-22	1094	2125	HORDALAND GP	GROUP	67	40314	6326		22.06.2018
15/12-22	2125	2320	ROGALAND GP	GROUP	131	40314	6326		22.06.2018
15/12-22	2320	2676	SHETLAND GP	GROUP	143	40314	6326		22.06.2018
15/12-22	2676	2764	CROMER KNOLL GP	GROUP	23	40314	6326		22.06.2018
15/12-22	2764	2831	VIKING GP	GROUP	188	40314	6326		22.06.2018
15/12-22	2831	2985	VESTLAND GP	GROUP	186	40314	6326		22.06.2018
15/12-22	2985	3035	NO GROUP DEFINED	GROUP	208	40314	6326		22.06.2018
15/12-23	112.5	1116	NORDLAND GP	GROUP	113	40327	6327		22.06.2018
15/12-23	1116	2344	HORDALAND GP	GROUP	67	40327	6327		22.06.2018
15/12-23	2344	2532	ROGALAND GP	GROUP	131	40327	6327		22.06.2018
15/12-23	2532	2907	SHETLAND GP	GROUP	143	40327	6327		22.06.2018
15/12-23	2907	2966	CROMER KNOLL GP	GROUP	23	40327	6327		22.06.2018
15/12-23	2966	3164	VIKING GP	GROUP	188	40327	6327		22.06.2018
15/12-23	3164	3192	VESTLAND GP	GROUP	186	40327	6327		22.06.2018
15/12-23	3192	3485	NO GROUP DEFINED	GROUP	208	40327	6327		22.06.2018
15/12-23 A	112.5	1116	NORDLAND GP	GROUP	113	40377	6404		22.06.2018
15/12-23 A	1116	2445	HORDALAND GP	GROUP	67	40377	6404		22.06.2018
15/12-23 A	2445	2801	ROGALAND GP	GROUP	131	40377	6404		22.06.2018
15/12-23 A	2801	4270	SHETLAND GP	GROUP	143	40377	6404		22.06.2018
15/12-23 A	4270	4345	CROMER KNOLL GP	GROUP	23	40377	6404		22.06.2018
15/12-23 A	4345	4603	VIKING GP	GROUP	188	40377	6404		22.06.2018
15/12-23 A	4603	4772	VESTLAND GP	GROUP	186	40377	6404		22.06.2018
15/12-24 S	126	1251	NORDLAND GP	GROUP	113	42144	7661		22.06.2018
15/12-24 S	1251	2255	HORDALAND GP	GROUP	67	42144	7661		22.06.2018
15/12-24 S	2255	2408	ROGALAND GP	GROUP	131	42144	7661		22.06.2018
15/12-24 S	2408	2815	SHETLAND GP	GROUP	143	42144	7661		22.06.2018
15/12-24 S	2815	2887	CROMER KNOLL GP	GROUP	23	42144	7661		22.06.2018
15/12-24 S	2887	2903	VIKING GP	GROUP	188	42144	7661		22.06.2018
15/12-24 S	2903	3097	VESTLAND GP	GROUP	186	42144	7661		22.06.2018
15/12-24 S	3097	3181	HEGRE GP	GROUP	61	42144	7661		22.06.2018
