Wellbore name	Top depth [m]	Bottom depth [m]	Lithostrat. unit	Level	NPDID lithostrat. unit	Wellbore completion date	NPDID wellbore	Date updated	Date sync NPD
15/6-7	2740	2984	TOR FM	FORMATION	171	34128	2084		22.06.2018
15/6-7	2984	3187.5	HOD FM	FORMATION	66	34128	2084		22.06.2018
15/6-7	3187.5	3195.5	BLODØKS FM	FORMATION	13	34128	2084		22.06.2018
15/6-7	3195.5	3218.5	SVARTE FM	FORMATION	160	34128	2084		22.06.2018
15/6-7	3218.5	3229.5	RØDBY FM	FORMATION	137	34128	2084		22.06.2018
15/6-7	3229.5	3233	ÅSGARD FM	FORMATION	198	34128	2084		22.06.2018
15/6-7	3233	3292	DRAUPNE FM	FORMATION	28	34128	2084		22.06.2018
15/6-7	3292	3352.5	INTRA DRAUPNE FM SS	FORMATION	26	34128	2084		22.06.2018
15/6-7	3352.5	3390.5	HEATHER FM	FORMATION	60	34128	2084		22.06.2018
15/6-7	3390.5	3410.5	HUGIN FM	FORMATION	69	34128	2084		22.06.2018
15/6-7	3410.5	3476	SKAGERRAK FM	FORMATION	146	34128	2084		22.06.2018
15/6-7	3476	3540	SMITH BANK FM	FORMATION	149	34128	2084		22.06.2018
15/6-8 A	772.5	1080	UTSIRA FM	FORMATION	183	35538	3077		22.06.2018
15/6-8 A	1179	1248	SKADE FM	FORMATION	145	35538	3077		22.06.2018
15/6-8 A	1248	1362	UNDIFFERENTIATED	FORMATION	182	35538	3077		22.06.2018
15/6-8 A	1362	1390	NO FORMAL NAME	FORMATION	111	35538	3077		22.06.2018
15/6-8 A	1390	1810.5	UNDIFFERENTIATED	FORMATION	182	35538	3077		22.06.2018
15/6-8 A	1810.5	2085.5	GRID FM	FORMATION	53	35538	3077		22.06.2018
15/6-8 A	2085.5	2264	NO FORMAL NAME	FORMATION	111	35538	3077		22.06.2018
15/6-8 A	2264	2322.5	BALDER FM	FORMATION	6	35538	3077		22.06.2018
15/6-8 A	2322.5	2382	SELE FM	FORMATION	142	35538	3077		22.06.2018
15/6-8 A	2382	2431	LISTA FM	FORMATION	95	35538	3077		22.06.2018
15/6-8 A	2431	2480	HEIMDAL FM	FORMATION	62	35538	3077		22.06.2018
15/6-8 S	772.5	1080	UTSIRA FM	FORMATION	183	35525	3014		22.06.2018
15/6-8 S	1177.5	1243	SKADE FM	FORMATION	145	35525	3014		22.06.2018
15/6-8 S	1243	1270	NO FORMAL NAME	FORMATION	111	35525	3014		22.06.2018
15/6-8 S	1270	1280	SKADE FM	FORMATION	145	35525	3014		22.06.2018
15/6-8 S	1280	1362	NO FORMAL NAME	FORMATION	111	35525	3014		22.06.2018
15/6-8 S	1362	1390	SKADE FM	FORMATION	145	35525	3014		22.06.2018
15/6-8 S	1390	1811	NO FORMAL NAME	FORMATION	111	35525	3014		22.06.2018
15/6-8 S	1811	2037	GRID FM	FORMATION	53	35525	3014		22.06.2018
15/6-8 S	2037	2259	NO FORMAL NAME	FORMATION	111	35525	3014		22.06.2018
15/6-8 S	2259	2321.5	BALDER FM	FORMATION	6	35525	3014		22.06.2018
15/6-8 S	2321.5	2384.5	SELE FM	FORMATION	142	35525	3014		22.06.2018
15/6-8 S	2384.5	2433	LISTA FM	FORMATION	95	35525	3014		22.06.2018
15/6-8 S	2433	2650	HEIMDAL FM	FORMATION	62	35525	3014		22.06.2018
15/6-8 S	2650	2677	VÅLE FM	FORMATION	190	35525	3014		22.06.2018
15/6-8 S	2677	2723	EKOFISK FM	FORMATION	33	35525	3014		22.06.2018
15/6-8 S	2723	2838	TOR FM	FORMATION	171	35525	3014		22.06.2018
15/6-8 S	2838	3068.5	HOD FM	FORMATION	66	35525	3014		22.06.2018
15/6-8 S	3068.5	3075	BLODØKS FM	FORMATION	13	35525	3014		22.06.2018
15/6-8 S	3075	3085	SVARTE FM	FORMATION	160	35525	3014		22.06.2018
15/6-8 S	3085	3089.5	ÅSGARD FM	FORMATION	198	35525	3014		22.06.2018
15/6-8 S	3089.5	3117.5	DRAUPNE FM	FORMATION	28	35525	3014		22.06.2018
15/6-8 S	3117.5	3164.5	HEATHER FM	FORMATION	60	35525	3014		22.06.2018
15/6-8 S	3164.5	3173.5	HUGIN FM	FORMATION	69	35525	3014		22.06.2018
15/6-8 S	3173.5	3225	SKAGERRAK FM	FORMATION	146	35525	3014		22.06.2018
15/6-9 A	792	1025	UTSIRA FM	FORMATION	183	39246	5566		22.06.2018
15/6-9 A	1169	1189	SKADE FM	FORMATION	145	39246	5566		22.06.2018
15/6-9 A	1189	1857	NO FORMAL NAME	FORMATION	111	39246	5566		22.06.2018
15/6-9 A	1857	2020	GRID FM	FORMATION	53	39246	5566		22.06.2018
15/6-9 A	2020	2226	NO FORMAL NAME	FORMATION	111	39246	5566		22.06.2018
15/6-9 A	2226	2268	BALDER FM	FORMATION	6	39246	5566		22.06.2018
15/6-9 A	2268	2321	SELE FM	FORMATION	142	39246	5566		22.06.2018
15/6-9 A	2321	2352	LISTA FM	FORMATION	95	39246	5566		22.06.2018
15/6-9 A	2352	2735	HEIMDAL FM	FORMATION	62	39246	5566		22.06.2018
15/6-9 A	2735	2798	VÅLE FM	FORMATION	190	39246	5566		22.06.2018
15/6-9 A	2798	2850	EKOFISK FM	FORMATION	33	39246	5566		22.06.2018
15/6-9 A	2850	3138	TOR FM	FORMATION	171	39246	5566		22.06.2018
15/6-9 A	3138	3354	HOD FM	FORMATION	66	39246	5566		22.06.2018
15/6-9 A	3354	3487	RØDBY FM	FORMATION	137	39246	5566		22.06.2018
15/6-9 A	3487	3518	DRAUPNE FM	FORMATION	28	39246	5566		22.06.2018
15/6-9 A	3518	3570	HEATHER FM	FORMATION	60	39246	5566		22.06.2018
15/6-9 A	3570	3631	HUGIN FM	FORMATION	69	39246	5566		22.06.2018
15/6-9 A	3631	3666	SLEIPNER FM	FORMATION	148	39246	5566		22.06.2018
15/6-9 A	3666	3690	SKAGERRAK FM	FORMATION	146	39246	5566		22.06.2018
15/6-9 B	792	1025	UTSIRA FM	FORMATION	183	39286	5571		22.06.2018
15/6-9 B	1169	1189	SKADE FM	FORMATION	145	39286	5571		22.06.2018
15/6-9 B	1189	1857	NO FORMAL NAME	FORMATION	111	39286	5571		22.06.2018
15/6-9 B	1857	2020	GRID FM	FORMATION	53	39286	5571		22.06.2018
15/6-9 B	2020	2226	NO FORMAL NAME	FORMATION	111	39286	5571		22.06.2018
15/6-9 B	2226	2268	BALDER FM	FORMATION	6	39286	5571		22.06.2018
15/6-9 B	2268	2321	SELE FM	FORMATION	142	39286	5571		22.06.2018
15/6-9 B	2321	2352	LISTA FM	FORMATION	95	39286	5571		22.06.2018
15/6-9 B	2352	2735	HEIMDAL FM	FORMATION	62	39286	5571		22.06.2018
15/6-9 B	2735	2798	VÅLE FM	FORMATION	190	39286	5571		22.06.2018
15/6-9 B	2798	2850	EKOFISK FM	FORMATION	33	39286	5571		22.06.2018
15/6-9 B	2850	3134	TOR FM	FORMATION	171	39286	5571		22.06.2018
15/6-9 B	3134	3420	HOD FM	FORMATION	66	39286	5571		22.06.2018
15/6-9 B	3420	3582	RØDBY FM	FORMATION	137	39286	5571		22.06.2018
15/6-9 B	3582	3776	DRAUPNE FM	FORMATION	28	39286	5571		22.06.2018
15/6-9 B	3776	3900	HEATHER FM	FORMATION	60	39286	5571		22.06.2018
15/6-9 B	3900	3950	HUGIN FM	FORMATION	69	39286	5571		22.06.2018
15/6-9 B	3950	4010	SLEIPNER FM	FORMATION	148	39286	5571		22.06.2018
15/6-9 S	792	1025	UTSIRA FM	FORMATION	183	39229	5494		22.06.2018
15/6-9 S	1169	1189	SKADE FM	FORMATION	145	39229	5494		22.06.2018
15/6-9 S	1189	1857	NO FORMAL NAME	FORMATION	111	39229	5494		22.06.2018
15/6-9 S	1857	2020	GRID FM	FORMATION	53	39229	5494		22.06.2018
15/6-9 S	2020	2226	NO FORMAL NAME	FORMATION	111	39229	5494		22.06.2018
15/6-9 S	2226	2268	BALDER FM	FORMATION	6	39229	5494		22.06.2018
15/6-9 S	2268	2321	SELE FM	FORMATION	142	39229	5494		22.06.2018
15/6-9 S	2321	2352	LISTA FM	FORMATION	95	39229	5494		22.06.2018
15/6-9 S	2352	2735	HEIMDAL FM	FORMATION	62	39229	5494		22.06.2018
15/6-9 S	2735	2798	VÅLE FM	FORMATION	190	39229	5494		22.06.2018
15/6-9 S	2798	2850	EKOFISK FM	FORMATION	33	39229	5494		22.06.2018
15/6-9 S	2850	3123	TOR FM	FORMATION	171	39229	5494		22.06.2018
15/6-9 S	3123	3367	HOD FM	FORMATION	66	39229	5494		22.06.2018
15/6-9 S	3367	3511	RØDBY FM	FORMATION	137	39229	5494		22.06.2018
15/6-9 S	3511	3616	DRAUPNE FM	FORMATION	28	39229	5494		22.06.2018
15/6-9 S	3616	3741	HEATHER FM	FORMATION	60	39229	5494		22.06.2018
15/6-9 S	3741	3794	HUGIN FM	FORMATION	69	39229	5494		22.06.2018
15/6-9 S	3794	3872	SLEIPNER FM	FORMATION	148	39229	5494		22.06.2018
15/6-9 S	3872	3940	SKAGERRAK FM	FORMATION	146	39229	5494		22.06.2018
15/6-10	764	955.4	UTSIRA FM	FORMATION	183	39909	6030		22.06.2018
15/6-10	1040	1056	NO FORMAL NAME	FORMATION	111	39909	6030		22.06.2018
15/6-10	1056	1161.7	NO FORMAL NAME	FORMATION	111	39909	6030		22.06.2018
15/6-10	1161.7	1174	SKADE FM	FORMATION	145	39909	6030		22.06.2018
15/6-10	1174	1265	NO FORMAL NAME	FORMATION	111	39909	6030		22.06.2018
15/6-10	1265	1284	SKADE FM	FORMATION	145	39909	6030		22.06.2018
15/6-10	1284	1745.9	NO FORMAL NAME	FORMATION	111	39909	6030		22.06.2018
15/6-10	1745.9	2059	GRID FM	FORMATION	53	39909	6030		22.06.2018
15/6-10	2059	2222.2	NO FORMAL NAME	FORMATION	111	39909	6030		22.06.2018
15/6-10	2222.2	2280	BALDER FM	FORMATION	6	39909	6030		22.06.2018
15/6-10	2280	2342.5	SELE FM	FORMATION	142	39909	6030		22.06.2018
15/6-10	2342.5	2404.2	LISTA FM	FORMATION	95	39909	6030		22.06.2018
15/6-10	2404.2	2574	HEIMDAL FM	FORMATION	62	39909	6030		22.06.2018
15/6-10	2574	2613	LISTA FM	FORMATION	95	39909	6030		22.06.2018
15/6-10	2613	2711	VÅLE FM	FORMATION	190	39909	6030		22.06.2018
15/6-10	2711	2752.9	EKOFISK FM	FORMATION	33	39909	6030		22.06.2018
15/6-10	2752.9	2975.5	TOR FM	FORMATION	171	39909	6030		22.06.2018
15/6-10	2975.5	3277	HOD FM	FORMATION	66	39909	6030		22.06.2018
15/6-10	3277	3327.2	TRYGGVASON FM	FORMATION	173	39909	6030		22.06.2018
15/6-10	3327.2	3330	BLODØKS FM	FORMATION	13	39909	6030		22.06.2018
15/6-10	3330	3404.3	SVARTE FM	FORMATION	160	39909	6030		22.06.2018
15/6-10	3404.3	3461	RØDBY FM	FORMATION	137	39909	6030		22.06.2018
15/6-10	3461	3497.4	DRAUPNE FM	FORMATION	28	39909	6030		22.06.2018
15/6-10	3497.4	3510	HEATHER FM	FORMATION	60	39909	6030		22.06.2018
15/6-10	3510	3613.1	SLEIPNER FM	FORMATION	148	39909	6030		22.06.2018
15/6-10	3613.1	3700	SKAGERRAK FM	FORMATION	146	39909	6030		22.06.2018
15/6-11 A	785.5	996	UTSIRA FM	FORMATION	183	40615	6526		22.06.2018
15/6-11 A	1327.5	1748	SKADE FM	FORMATION	145	40615	6526		22.06.2018
15/6-11 A	1748	2109	GRID FM	FORMATION	53	40615	6526		22.06.2018
15/6-11 A	2109	2167	BALDER FM	FORMATION	6	40615	6526		22.06.2018
15/6-11 A	2167	2217	SELE FM	FORMATION	142	40615	6526		22.06.2018
15/6-11 A	2217	2245	LISTA FM	FORMATION	95	40615	6526		22.06.2018
15/6-11 A	2245	2757	HEIMDAL FM	FORMATION	62	40615	6526		22.06.2018
15/6-11 A	2757	2850	VÅLE FM	FORMATION	190	40615	6526		22.06.2018
15/6-11 A	2850	2895	EKOFISK FM	FORMATION	33	40615	6526		22.06.2018
15/6-11 A	2895	3284	TOR FM	FORMATION	171	40615	6526		22.06.2018
15/6-11 A	3284	3715	HOD FM	FORMATION	66	40615	6526		22.06.2018
15/6-11 A	3715	3718	BLODØKS FM	FORMATION	13	40615	6526		22.06.2018
15/6-11 A	3718	3801.5	HIDRA FM	FORMATION	65	40615	6526		22.06.2018
15/6-11 A	3801.5	3867	RØDBY FM	FORMATION	137	40615	6526		22.06.2018
15/6-11 A	3914	3935	SOLA FM	FORMATION	152	40615	6526		22.06.2018
15/6-11 A	3935	3967	ÅSGARD FM	FORMATION	198	40615	6526		22.06.2018
15/6-11 A	3967	4009	DRAUPNE FM	FORMATION	28	40615	6526		22.06.2018
15/6-11 A	4009	4121	HEATHER FM	FORMATION	60	40615	6526		22.06.2018
15/6-11 A	4121	4201	HUGIN FM	FORMATION	69	40615	6526		22.06.2018
15/6-11 A	4201	4286	SLEIPNER FM	FORMATION	148	40615	6526		22.06.2018
15/6-11 A	4286	4291	COOK FM	FORMATION	24	40615	6526		22.06.2018
15/6-11 S	785	996	UTSIRA FM	FORMATION	183	40531	6488		22.06.2018
15/6-11 S	1327.5	1748	SKADE FM	FORMATION	145	40531	6488		22.06.2018
15/6-11 S	1748	2110	GRID FM	FORMATION	53	40531	6488		22.06.2018
15/6-11 S	2110	2168	BALDER FM	FORMATION	6	40531	6488		22.06.2018
15/6-11 S	2168	2215	SELE FM	FORMATION	142	40531	6488		22.06.2018
15/6-11 S	2215	2240	LISTA FM	FORMATION	95	40531	6488		22.06.2018
15/6-11 S	2240	2634	HEIMDAL FM	FORMATION	62	40531	6488		22.06.2018
15/6-11 S	2634	2755	VÅLE FM	FORMATION	190	40531	6488		22.06.2018
15/6-11 S	2755	2802	EKOFISK FM	FORMATION	33	40531	6488		22.06.2018
15/6-11 S	2802	3129.5	TOR FM	FORMATION	171	40531	6488		22.06.2018
15/6-11 S	3129.5	3497	HOD FM	FORMATION	66	40531	6488		22.06.2018
15/6-11 S	3497	3502	BLODØKS FM	FORMATION	13	40531	6488		22.06.2018
15/6-11 S	3502	3549	HIDRA FM	FORMATION	65	40531	6488		22.06.2018
15/6-11 S	3549	3595	RØDBY FM	FORMATION	137	40531	6488		22.06.2018
15/6-11 S	3595	3600	SOLA FM	FORMATION	152	40531	6488		22.06.2018
15/6-11 S	3600	3612	ÅSGARD FM	FORMATION	198	40531	6488		22.06.2018
15/6-11 S	3612	3725	DRAUPNE FM	FORMATION	28	40531	6488		22.06.2018
15/6-11 S	3725	3868.5	HEATHER FM	FORMATION	60	40531	6488		22.06.2018
15/6-11 S	3868.5	3920.5	HUGIN FM	FORMATION	69	40531	6488		22.06.2018
15/6-11 S	3920.5	3947	SLEIPNER FM	FORMATION	148	40531	6488		22.06.2018
15/6-11 S	3947	3970	COOK FM	FORMATION	24	40531	6488		22.06.2018
15/6-12	761.5	999	UTSIRA FM	FORMATION	183	40583	6518		22.06.2018
15/6-12	1298	1715	SKADE FM	FORMATION	145	40583	6518		22.06.2018
15/6-12	1715	2191	GRID FM	FORMATION	53	40583	6518		22.06.2018
15/6-12	2191	2244	BALDER FM	FORMATION	6	40583	6518		22.06.2018
15/6-12	2244	2310	SELE FM	FORMATION	142	40583	6518		22.06.2018
15/6-12	2310	2341	LISTA FM	FORMATION	95	40583	6518		22.06.2018
15/6-12	2341	2559	HEIMDAL FM	FORMATION	62	40583	6518		22.06.2018
15/6-12	2559	2751	TY FM	FORMATION	176	40583	6518		22.06.2018
15/6-12	2751	2782	EKOFISK FM	FORMATION	33	40583	6518		22.06.2018
15/6-12	2782	3081	TOR FM	FORMATION	171	40583	6518		22.06.2018
15/6-12	3081	3517	HOD FM	FORMATION	66	40583	6518		22.06.2018
15/6-12	3517	3526	BLODØKS FM	FORMATION	13	40583	6518		22.06.2018
15/6-12	3526	3629	SVARTE FM	FORMATION	160	40583	6518		22.06.2018
15/6-12	3629	3666	RØDBY FM	FORMATION	137	40583	6518		22.06.2018
15/6-12	3666	3669	SOLA FM	FORMATION	152	40583	6518		22.06.2018
15/6-12	3669	3780	DRAUPNE FM	FORMATION	28	40583	6518		22.06.2018
15/6-12	3780	3798	HEATHER FM	FORMATION	60	40583	6518		22.06.2018
15/6-12	3798	3810	HUGIN FM	FORMATION	69	40583	6518		22.06.2018
15/6-12	3810	3876	SLEIPNER FM	FORMATION	148	40583	6518		22.06.2018
15/6-12	3876	3930	SKAGERRAK FM	FORMATION	146	40583	6518		22.06.2018
15/6-13	139	764	UNDIFFERENTIATED	FORMATION	182	42139	7667		22.06.2018
15/6-13	764	995	UTSIRA FM	FORMATION	183	42139	7667		22.06.2018
15/6-13	995	1096	UNDIFFERENTIATED	FORMATION	182	42139	7667		22.06.2018
15/6-13	1096	1101	NO FORMAL NAME	FORMATION	111	42139	7667		22.06.2018
15/6-13	1101	1262	UNDIFFERENTIATED	FORMATION	182	42139	7667		22.06.2018
15/6-13	1262	1295	SKADE FM	FORMATION	145	42139	7667		22.06.2018
15/6-13	1295	1725	UNDIFFERENTIATED	FORMATION	182	42139	7667		22.06.2018
15/6-13	1725	1988	GRID FM	FORMATION	53	42139	7667		22.06.2018
15/6-13	1988	2187	UNDIFFERENTIATED	FORMATION	182	42139	7667		22.06.2018
15/6-13	2187	2277	BALDER FM	FORMATION	6	42139	7667		22.06.2018
15/6-13	2277	2316.5	LISTA FM	FORMATION	95	42139	7667		22.06.2018
15/6-13	2316.5	2570	HEIMDAL FM	FORMATION	62	42139	7667		22.06.2018
15/6-13	2570	2582	VÅLE FM	FORMATION	190	42139	7667		22.06.2018
15/6-13	2582	2686	TY FM	FORMATION	176	42139	7667		22.06.2018
15/6-13	2686	2739	EKOFISK FM	FORMATION	33	42139	7667		22.06.2018
15/6-13	2739	3044.6	TOR FM	FORMATION	171	42139	7667		22.06.2018
15/6-13	3044.6	3330	HOD FM	FORMATION	66	42139	7667		22.06.2018
15/6-13	3330	3360	HIDRA FM	FORMATION	65	42139	7667		22.06.2018
15/6-13	3360	3400.5	RØDBY FM	FORMATION	137	42139	7667		22.06.2018
15/6-13	3400.5	3429	DRAUPNE FM	FORMATION	28	42139	7667		22.06.2018
15/6-13	3429	3460	HEATHER FM	FORMATION	60	42139	7667		22.06.2018
15/6-13	3460	3480.6	HUGIN FM	FORMATION	69	42139	7667		22.06.2018
15/6-13	3480.6	3499	SLEIPNER FM	FORMATION	148	42139	7667		22.06.2018
15/6-13	3499	3577	SKAGERRAK FM	FORMATION	146	42139	7667		22.06.2018
15/6-13 A	139	764	UNDIFFERENTIATED	FORMATION	182	42158	7668		22.06.2018
15/6-13 A	764	995	UTSIRA FM	FORMATION	183	42158	7668		22.06.2018
15/6-13 A	995	1096	UNDIFFERENTIATED	FORMATION	182	42158	7668		22.06.2018
15/6-13 A	1096	1101	NO FORMAL NAME	FORMATION	111	42158	7668		22.06.2018
15/6-13 A	1101	1262	UNDIFFERENTIATED	FORMATION	182	42158	7668		22.06.2018
15/6-13 A	1262	1295	SKADE FM	FORMATION	145	42158	7668		22.06.2018
15/6-13 A	1295	1725	UNDIFFERENTIATED	FORMATION	182	42158	7668		22.06.2018
15/6-13 A	1725	1988	GRID FM	FORMATION	53	42158	7668		22.06.2018
15/6-13 A	1988	2186.2	UNDIFFERENTIATED	FORMATION	182	42158	7668		22.06.2018
15/6-13 A	2186.2	2225	BALDER FM	FORMATION	6	42158	7668		22.06.2018
15/6-13 A	2225	2281.5	SELE FM	FORMATION	142	42158	7668		22.06.2018
15/6-13 A	2281.5	2321	LISTA FM	FORMATION	95	42158	7668		22.06.2018
15/6-13 A	2321	2579.5	HEIMDAL FM	FORMATION	62	42158	7668		22.06.2018
15/6-13 A	2579.5	2595.5	VÅLE FM	FORMATION	190	42158	7668		22.06.2018
15/6-13 A	2595.5	2736.5	TY FM	FORMATION	176	42158	7668		22.06.2018
15/6-13 A	2736.5	2799.7	EKOFISK FM	FORMATION	33	42158	7668		22.06.2018
15/6-13 A	2799.7	3149.2	TOR FM	FORMATION	171	42158	7668		22.06.2018
15/6-13 A	3149.2	3563	HOD FM	FORMATION	66	42158	7668		22.06.2018
15/6-13 A	3563	3603	HIDRA FM	FORMATION	65	42158	7668		22.06.2018
15/6-13 A	3603	3673.4	RØDBY FM	FORMATION	137	42158	7668		22.06.2018
15/6-13 A	3673.4	3785	DRAUPNE FM	FORMATION	28	42158	7668		22.06.2018
15/6-13 A	3785	3808.4	HEATHER FM	FORMATION	60	42158	7668		22.06.2018
15/6-13 A	3808.4	3817	HUGIN FM	FORMATION	69	42158	7668		22.06.2018
15/6-13 A	3817	3859.5	SLEIPNER FM	FORMATION	148	42158	7668		22.06.2018
15/6-13 A	3859.5	3925	SKAGERRAK FM	FORMATION	146	42158	7668		22.06.2018
15/6-13 B	139	764	UNDIFFERENTIATED	FORMATION	182	42184	7718		22.06.2018
15/6-13 B	764	995	UTSIRA FM	FORMATION	183	42184	7718		22.06.2018
15/6-13 B	995	1096	UNDIFFERENTIATED	FORMATION	182	42184	7718		22.06.2018
15/6-13 B	1096	1101	NO FORMAL NAME	FORMATION	111	42184	7718		22.06.2018
15/6-13 B	1101	1262	UNDIFFERENTIATED	FORMATION	182	42184	7718		22.06.2018
15/6-13 B	1262	1295	SKADE FM	FORMATION	145	42184	7718		22.06.2018
15/6-13 B	1295	1725	UNDIFFERENTIATED	FORMATION	182	42184	7718		22.06.2018
15/6-13 B	1725	1988	GRID FM	FORMATION	53	42184	7718		22.06.2018
15/6-13 B	1988	2187	UNDIFFERENTIATED	FORMATION	182	42184	7718		22.06.2018
15/6-13 B	2187	2226.3	BALDER FM	FORMATION	6	42184	7718		22.06.2018
15/6-13 B	2226.3	2287.3	SELE FM	FORMATION	142	42184	7718		22.06.2018
15/6-13 B	2287.3	2317	LISTA FM	FORMATION	95	42184	7718		22.06.2018
15/6-13 B	2317	2696	HEIMDAL FM	FORMATION	62	42184	7718		22.06.2018
15/6-13 B	2696	2712	VÅLE FM	FORMATION	190	42184	7718		22.06.2018
15/6-13 B	2712	2807	TY FM	FORMATION	176	42184	7718		22.06.2018
15/6-13 B	2807	2866.5	EKOFISK FM	FORMATION	33	42184	7718		22.06.2018
15/6-13 B	2866.5	3205	TOR FM	FORMATION	171	42184	7718		22.06.2018
15/6-13 B	3205	3535.5	HOD FM	FORMATION	66	42184	7718		22.06.2018
15/6-13 B	3535.5	3565	HIDRA FM	FORMATION	65	42184	7718		22.06.2018
15/6-13 B	3565	3602.5	RØDBY FM	FORMATION	137	42184	7718		22.06.2018
15/6-13 B	3602.5	3638	DRAUPNE FM	FORMATION	28	42184	7718		22.06.2018
15/6-13 B	3638	3659.6	HEATHER FM	FORMATION	60	42184	7718		22.06.2018
15/6-13 B	3659.6	3670	SLEIPNER FM	FORMATION	148	42184	7718		22.06.2018
15/6-13 B	3670	3773	SKAGERRAK FM	FORMATION	146	42184	7718		22.06.2018
15/8-1	879	1088	UTSIRA FM	FORMATION	183	29958	321		22.06.2018
15/8-1	1088	1359	NO FORMAL NAME	FORMATION	111	29958	321		22.06.2018
15/8-1	1926	2225	GRID FM	FORMATION	53	29958	321		22.06.2018
15/8-1	2225	2365	NO FORMAL NAME	FORMATION	111	29958	321		22.06.2018
15/8-1	2365	2418	BALDER FM	FORMATION	6	29958	321		22.06.2018
15/8-1	2418	2463	SELE FM	FORMATION	142	29958	321		22.06.2018
15/8-1	2463	2510	LISTA FM	FORMATION	95	29958	321		22.06.2018
15/8-1	2510	2675	HEIMDAL FM	FORMATION	62	29958	321		22.06.2018
15/8-1	2675	2727	LISTA FM	FORMATION	95	29958	321		22.06.2018
15/8-1	2727	2825	MAUREEN FM	FORMATION	102	29958	321		22.06.2018
15/8-1	2825	2830	VÅLE FM	FORMATION	190	29958	321		22.06.2018
15/8-1	2830	2841	EKOFISK FM	FORMATION	33	29958	321		22.06.2018
15/8-1	2841	2998	TOR FM	FORMATION	171	29958	321		22.06.2018
15/8-1	2998	3237	HOD FM	FORMATION	66	29958	321		22.06.2018
15/8-1	3237	3335	BLODØKS FM	FORMATION	13	29958	321		22.06.2018
15/8-1	3335	3436	SVARTE FM	FORMATION	160	29958	321		22.06.2018
15/8-1	3436	3445	RØDBY FM	FORMATION	137	29958	321		22.06.2018
15/8-1	3445	3452	SOLA FM	FORMATION	152	29958	321		22.06.2018
15/8-1	3452	3535	ÅSGARD FM	FORMATION	198	29958	321		22.06.2018
15/8-1	3535	3605	DRAUPNE FM	FORMATION	28	29958	321		22.06.2018
15/8-1	3605	3643	HEATHER FM	FORMATION	60	29958	321		22.06.2018
15/8-1	3643	3945	HUGIN FM	FORMATION	69	29958	321		22.06.2018
15/8-1	3945	4162	SLEIPNER FM	FORMATION	148	29958	321		22.06.2018
15/8-1	4162	4300	RATTRAY FM	FORMATION	206	29958	321		22.06.2018
15/8-2	877.5	1027	UTSIRA FM	FORMATION	183	40837	6681		22.06.2018
15/8-2	1898	2312	GRID FM	FORMATION	53	40837	6681		22.06.2018
15/8-2	2312	2354	BALDER FM	FORMATION	6	40837	6681		22.06.2018
15/8-2	2354	2399	SELE FM	FORMATION	142	40837	6681		22.06.2018
15/8-2	2399	2432	LISTA FM	FORMATION	95	40837	6681		22.06.2018
15/8-2	2432	2764	HEIMDAL FM	FORMATION	62	40837	6681		22.06.2018
15/8-2	2764	2847.5	VÅLE FM	FORMATION	190	40837	6681		22.06.2018
15/8-2	2847.5	2904	EKOFISK FM	FORMATION	33	40837	6681		22.06.2018
15/8-2	2904	3113.5	TOR FM	FORMATION	171	40837	6681		22.06.2018
15/8-2	3113.5	3381	HOD FM	FORMATION	66	40837	6681		22.06.2018
15/8-2	3381	3432	BLODØKS FM	FORMATION	13	40837	6681		22.06.2018
15/8-2	3432	3558	HIDRA FM	FORMATION	65	40837	6681		22.06.2018
15/8-2	3558	3579.5	RØDBY FM	FORMATION	137	40837	6681		22.06.2018
15/8-2	3579.5	3642.5	SOLA FM	FORMATION	152	40837	6681		22.06.2018
15/8-2	3642.5	3763	ÅSGARD FM	FORMATION	198	40837	6681		22.06.2018
15/8-2	3763	3839	DRAUPNE FM	FORMATION	28	40837	6681		22.06.2018
15/8-2	3839	3881.5	HEATHER FM	FORMATION	60	40837	6681		22.06.2018
15/8-2	3881.5	4238	HUGIN FM	FORMATION	69	40837	6681		22.06.2018
15/8-2	4238	4386	SLEIPNER FM	FORMATION	148	40837	6681		22.06.2018
15/9-1	824	1065	UTSIRA FM	FORMATION	183	28275	322		22.06.2018
15/9-1	1185	1266	SKADE FM	FORMATION	145	28275	322		22.06.2018
15/9-1	1266	1808	NO FORMAL NAME	FORMATION	111	28275	322		22.06.2018
15/9-1	1808	2131	GRID FM	FORMATION	53	28275	322		22.06.2018
15/9-1	2131	2227	NO FORMAL NAME	FORMATION	111	28275	322		22.06.2018
15/9-1	2227	2290	BALDER FM	FORMATION	6	28275	322		22.06.2018
15/9-1	2290	2357	SELE FM	FORMATION	142	28275	322		22.06.2018
15/9-1	2357	2391	LISTA FM	FORMATION	95	28275	322		22.06.2018
15/9-1	2391	2611	HEIMDAL FM	FORMATION	62	28275	322		22.06.2018
15/9-1	2611	2625	LISTA FM	FORMATION	95	28275	322		22.06.2018
15/9-1	2625	2732	TY FM	FORMATION	176	28275	322		22.06.2018
15/9-1	2732	2742.5	VÅLE FM	FORMATION	190	28275	322		22.06.2018
15/9-1	2742.5	2783	EKOFISK FM	FORMATION	33	28275	322		22.06.2018
15/9-1	2783	2955	TOR FM	FORMATION	171	28275	322		22.06.2018
15/9-1	2955	3006	HOD FM	FORMATION	66	28275	322		22.06.2018
