Wellbore name	Top depth [m]	Bottom depth [m]	Lithostrat. unit	Level	NPDID lithostrat. unit	Wellbore completion date	NPDID wellbore	Date updated	Date sync NPD
15/9-1	3006	3140	BLODØKS FM	FORMATION	13	28275	322		22.06.2018
15/9-1	3140	3300	SVARTE FM	FORMATION	160	28275	322		22.06.2018
15/9-1	3300	3327	RØDBY FM	FORMATION	137	28275	322		22.06.2018
15/9-1	3327	3345	SOLA FM	FORMATION	152	28275	322		22.06.2018
15/9-1	3345	3377	ÅSGARD FM	FORMATION	198	28275	322		22.06.2018
15/9-1	3377	3485	DRAUPNE FM	FORMATION	28	28275	322		22.06.2018
15/9-1	3485	3530	HEATHER FM	FORMATION	60	28275	322		22.06.2018
15/9-1	3530	3616	HUGIN FM	FORMATION	69	28275	322		22.06.2018
15/9-1	3616	3701	SLEIPNER FM	FORMATION	148	28275	322		22.06.2018
15/9-1	3701	3734	SKAGERRAK FM	FORMATION	146	28275	322		22.06.2018
15/9-2	861	1028	UTSIRA FM	FORMATION	183	28658	323		22.06.2018
15/9-2	1028	1094	UNDIFFERENTIATED	FORMATION	182	28658	323		22.06.2018
15/9-2	1246	1319	SKADE FM	FORMATION	145	28658	323		22.06.2018
15/9-2	1319	1438	UNDIFFERENTIATED	FORMATION	182	28658	323		22.06.2018
15/9-2	1438	1469	SKADE FM	FORMATION	145	28658	323		22.06.2018
15/9-2	1469	2221	UNDIFFERENTIATED	FORMATION	182	28658	323		22.06.2018
15/9-2	2221	2287	SELE FM	FORMATION	142	28658	323		22.06.2018
15/9-2	2287	2387	BALDER FM	FORMATION	6	28658	323		22.06.2018
15/9-2	2387	2419	LISTA FM	FORMATION	95	28658	323		22.06.2018
15/9-2	2419	2684	HEIMDAL FM	FORMATION	62	28658	323		22.06.2018
15/9-2	2684	2762	VÅLE FM	FORMATION	190	28658	323		22.06.2018
15/9-2	2762	2798	EKOFISK FM	FORMATION	33	28658	323		22.06.2018
15/9-2	2798	3041	TOR FM	FORMATION	171	28658	323		22.06.2018
15/9-2	3041	3214	HOD FM	FORMATION	66	28658	323		22.06.2018
15/9-2	3214	3263	BLODØKS FM	FORMATION	13	28658	323		22.06.2018
15/9-2	3263	3303	HIDRA FM	FORMATION	65	28658	323		22.06.2018
15/9-2	3303	3324	RØDBY FM	FORMATION	137	28658	323		22.06.2018
15/9-2	3324	3345	SOLA FM	FORMATION	152	28658	323		22.06.2018
15/9-2	3345	3396	ÅSGARD FM	FORMATION	198	28658	323		22.06.2018
15/9-2	3396	3478	DRAUPNE FM	FORMATION	28	28658	323		22.06.2018
15/9-2	3478	3483	HEATHER FM	FORMATION	60	28658	323		22.06.2018
15/9-2	3483	3657	HUGIN FM	FORMATION	69	28658	323		22.06.2018
15/9-2	3657	3699	SLEIPNER FM	FORMATION	148	28658	323		22.06.2018
15/9-2	3699	3764	SKAGERRAK FM	FORMATION	146	28658	323		22.06.2018
15/9-3	802	1034	UTSIRA FM	FORMATION	183	28948	324	42125	22.06.2018
15/9-3	1034	1112	UNDIFFERENTIATED	FORMATION	182	28948	324		22.06.2018
15/9-3	1810	2133	FRIGG FM	FORMATION	45	28948	324		22.06.2018
15/9-3	2133	2189	BALDER FM	FORMATION	6	28948	324		22.06.2018
15/9-3	2189	2224	SELE FM	FORMATION	142	28948	324		22.06.2018
15/9-3	2224	2274	LISTA FM	FORMATION	95	28948	324		22.06.2018
15/9-3	2274	2595	HEIMDAL FM	FORMATION	62	28948	324		22.06.2018
15/9-3	2595	2636	TY FM	FORMATION	176	28948	324		22.06.2018
15/9-3	2636	2675	EKOFISK FM	FORMATION	33	28948	324		22.06.2018
15/9-3	2675	2869	TOR FM	FORMATION	171	28948	324		22.06.2018
15/9-3	2869	3198	HOD FM	FORMATION	66	28948	324		22.06.2018
15/9-3	3198	3242	BLODØKS FM	FORMATION	13	28948	324		22.06.2018
15/9-3	3242	3285	SVARTE FM	FORMATION	160	28948	324		22.06.2018
15/9-3	3285	3364	RØDBY FM	FORMATION	137	28948	324		22.06.2018
15/9-3	3364	3466	DRAUPNE FM	FORMATION	28	28948	324		22.06.2018
15/9-3	3466	3498	HEATHER FM	FORMATION	60	28948	324		22.06.2018
15/9-3	3498	3622	HUGIN FM	FORMATION	69	28948	324		22.06.2018
15/9-3	3622	3703	SLEIPNER FM	FORMATION	148	28948	324		22.06.2018
15/9-3	3703	3796	SKAGERRAK FM	FORMATION	146	28948	324		22.06.2018
15/9-4	847	1350	UTSIRA FM	FORMATION	183	29020	325		22.06.2018
15/9-4	2172	2307	FRIGG FM	FORMATION	45	29020	325		22.06.2018
15/9-4	2307	2372	BALDER FM	FORMATION	6	29020	325		22.06.2018
15/9-4	2372	2431	SELE FM	FORMATION	142	29020	325		22.06.2018
15/9-4	2431	2486	LISTA FM	FORMATION	95	29020	325		22.06.2018
15/9-4	2486	2768	HEIMDAL FM	FORMATION	62	29020	325		22.06.2018
15/9-4	2768	2778	VÅLE FM	FORMATION	190	29020	325		22.06.2018
15/9-4	2778	2792	EKOFISK FM	FORMATION	33	29020	325		22.06.2018
15/9-4	2792	2887	TOR FM	FORMATION	171	29020	325		22.06.2018
15/9-4	2887	3112	HOD FM	FORMATION	66	29020	325		22.06.2018
15/9-4	3112	3162	BLODØKS FM	FORMATION	13	29020	325		22.06.2018
15/9-4	3162	3192	HIDRA FM	FORMATION	65	29020	325		22.06.2018
15/9-4	3192	3274	RØDBY FM	FORMATION	137	29020	325		22.06.2018
15/9-4	3274	3421	DRAUPNE FM	FORMATION	28	29020	325		22.06.2018
15/9-4	3421	3441	HEATHER FM	FORMATION	60	29020	325		22.06.2018
15/9-4	3441	3563	HUGIN FM	FORMATION	69	29020	325		22.06.2018
15/9-4	3563	3629	SLEIPNER FM	FORMATION	148	29020	325		22.06.2018
15/9-4	3629	3716	SKAGERRAK FM	FORMATION	146	29020	325		22.06.2018
15/9-5	836	1322	UTSIRA FM	FORMATION	183	29322	326		22.06.2018
15/9-5	1913	2290	FRIGG FM	FORMATION	45	29322	326		22.06.2018
15/9-5	2290	2344	BALDER FM	FORMATION	6	29322	326		22.06.2018
15/9-5	2344	2397	SELE FM	FORMATION	142	29322	326		22.06.2018
15/9-5	2397	2448	LISTA FM	FORMATION	95	29322	326		22.06.2018
15/9-5	2448	2736	HEIMDAL FM	FORMATION	62	29322	326		22.06.2018
15/9-5	2736	2744	VÅLE FM	FORMATION	190	29322	326		22.06.2018
15/9-5	2744	2774	EKOFISK FM	FORMATION	33	29322	326		22.06.2018
15/9-5	2774	2806	EKOFISK FM	FORMATION	33	29322	326		22.06.2018
15/9-5	2806	2964	TOR FM	FORMATION	171	29322	326		22.06.2018
15/9-5	2964	3210	HOD FM	FORMATION	66	29322	326		22.06.2018
15/9-5	3210	3253	BLODØKS FM	FORMATION	13	29322	326		22.06.2018
15/9-5	3253	3297.5	HIDRA FM	FORMATION	65	29322	326		22.06.2018
15/9-5	3297.5	3331	RØDBY FM	FORMATION	137	29322	326		22.06.2018
15/9-5	3331	3345	SOLA FM	FORMATION	152	29322	326		22.06.2018
15/9-5	3345	3432	ÅSGARD FM	FORMATION	198	29322	326		22.06.2018
15/9-5	3432	3526	DRAUPNE FM	FORMATION	28	29322	326		22.06.2018
15/9-5	3526	3693	HUGIN FM	FORMATION	69	29322	326		22.06.2018
15/9-5	3693	3769	SLEIPNER FM	FORMATION	148	29322	326		22.06.2018
15/9-5	3769	3946	SKAGERRAK FM	FORMATION	146	29322	326		22.06.2018
15/9-6	834	1063	UTSIRA FM	FORMATION	183	29471	231		22.06.2018
15/9-6	1807	2228	FRIGG FM	FORMATION	45	29471	231		22.06.2018
15/9-6	2228	2278	BALDER FM	FORMATION	6	29471	231		22.06.2018
15/9-6	2278	2338	SELE FM	FORMATION	142	29471	231		22.06.2018
15/9-6	2338	2381	LISTA FM	FORMATION	95	29471	231		22.06.2018
15/9-6	2381	2617	HEIMDAL FM	FORMATION	62	29471	231		22.06.2018
15/9-6	2617	2650	LISTA FM	FORMATION	95	29471	231		22.06.2018
15/9-6	2650	2665	TY FM	FORMATION	176	29471	231		22.06.2018
15/9-6	2665	2722	VÅLE FM	FORMATION	190	29471	231		22.06.2018
15/9-6	2722	2765	EKOFISK FM	FORMATION	33	29471	231		22.06.2018
15/9-6	2765	2952	TOR FM	FORMATION	171	29471	231		22.06.2018
15/9-6	2952	3317	HOD FM	FORMATION	66	29471	231		22.06.2018
15/9-6	3317	3350	BLODØKS FM	FORMATION	13	29471	231		22.06.2018
15/9-6	3350	3392	HIDRA FM	FORMATION	65	29471	231		22.06.2018
15/9-6	3392	3470	RØDBY FM	FORMATION	137	29471	231		22.06.2018
15/9-6	3470	3700	DRAUPNE FM	FORMATION	28	29471	231		22.06.2018
15/9-6	3700	3762	HEATHER FM	FORMATION	60	29471	231		22.06.2018
15/9-6	3762	3786	HUGIN FM	FORMATION	69	29471	231		22.06.2018
15/9-6	3786	3828	SLEIPNER FM	FORMATION	148	29471	231		22.06.2018
15/9-6	3828	3946	SKAGERRAK FM	FORMATION	146	29471	231		22.06.2018
15/9-7	132	857	UNDIFFERENTIATED	FORMATION	182	29705	218		22.06.2018
15/9-7	857	1105	UTSIRA FM	FORMATION	183	29705	218		22.06.2018
15/9-7	1105	1335	UNDIFFERENTIATED	FORMATION	182	29705	218		22.06.2018
15/9-7	1335	1937	UNDIFFERENTIATED	FORMATION	182	29705	218		22.06.2018
15/9-7	1937	2305	FRIGG FM	FORMATION	45	29705	218		22.06.2018
15/9-7	2305	2350	BALDER FM	FORMATION	6	29705	218		22.06.2018
15/9-7	2350	2404	SELE FM	FORMATION	142	29705	218		22.06.2018
15/9-7	2404	2453	LISTA FM	FORMATION	95	29705	218		22.06.2018
15/9-7	2453	2651	HEIMDAL FM	FORMATION	62	29705	218		22.06.2018
15/9-7	2651	2703	LISTA FM	FORMATION	95	29705	218		22.06.2018
15/9-7	2703	2779	MAUREEN FM	FORMATION	102	29705	218		22.06.2018
15/9-7	2779	2810	EKOFISK FM	FORMATION	33	29705	218		22.06.2018
15/9-7	2810	2937	TOR FM	FORMATION	171	29705	218		22.06.2018
15/9-7	2937	3180	HOD FM	FORMATION	66	29705	218		22.06.2018
15/9-7	3180	3222	BLODØKS FM	FORMATION	13	29705	218		22.06.2018
15/9-7	3222	3266	HIDRA FM	FORMATION	65	29705	218		22.06.2018
15/9-7	3266	3306	RØDBY FM	FORMATION	137	29705	218		22.06.2018
15/9-7	3306	3323	SOLA FM	FORMATION	152	29705	218		22.06.2018
15/9-7	3323	3412	ÅSGARD FM	FORMATION	198	29705	218		22.06.2018
15/9-7	3412	3505	DRAUPNE FM	FORMATION	28	29705	218		22.06.2018
15/9-7	3505	3519	HEATHER FM	FORMATION	60	29705	218		22.06.2018
15/9-7	3519	3721	HUGIN FM	FORMATION	69	29705	218		22.06.2018
15/9-7	3721	3776	SLEIPNER FM	FORMATION	148	29705	218		22.06.2018
15/9-8	863	1120	UTSIRA FM	FORMATION	183	29731	327		22.06.2018
15/9-8	1120	1222	UNDIFFERENTIATED	FORMATION	182	29731	327		22.06.2018
15/9-8	1473	1509	SKADE FM	FORMATION	145	29731	327		22.06.2018
15/9-8	1509	2156	UNDIFFERENTIATED	FORMATION	182	29731	327		22.06.2018
15/9-8	2156	2174	FRIGG FM	FORMATION	45	29731	327		22.06.2018
15/9-8	2174	2310	UNDIFFERENTIATED	FORMATION	182	29731	327		22.06.2018
15/9-8	2310	2360	BALDER FM	FORMATION	6	29731	327		22.06.2018
15/9-8	2360	2428	SELE FM	FORMATION	142	29731	327		22.06.2018
15/9-8	2428	2476	LISTA FM	FORMATION	95	29731	327		22.06.2018
15/9-8	2476	2674	HEIMDAL FM	FORMATION	62	29731	327		22.06.2018
15/9-8	2674	2717	LISTA FM	FORMATION	95	29731	327		22.06.2018
15/9-8	2717	2734	VÅLE FM	FORMATION	190	29731	327		22.06.2018
15/9-8	2734	2788	TY FM	FORMATION	176	29731	327		22.06.2018
15/9-8	2788	2800	EKOFISK FM	FORMATION	33	29731	327		22.06.2018
15/9-8	2800	3000	TOR FM	FORMATION	171	29731	327		22.06.2018
15/9-8	3000	3115	HOD FM	FORMATION	66	29731	327		22.06.2018
15/9-8	3115	3166	BLODØKS FM	FORMATION	13	29731	327		22.06.2018
15/9-8	3166	3197	HIDRA FM	FORMATION	65	29731	327		22.06.2018
15/9-8	3197	3227	RØDBY FM	FORMATION	137	29731	327		22.06.2018
15/9-8	3227	3262	SOLA FM	FORMATION	152	29731	327		22.06.2018
15/9-8	3262	3290	ÅSGARD FM	FORMATION	198	29731	327		22.06.2018
15/9-8	3290	3427	DRAUPNE FM	FORMATION	28	29731	327		22.06.2018
15/9-8	3427	3446	HEATHER FM	FORMATION	60	29731	327		22.06.2018
15/9-8	3446	3493	HUGIN FM	FORMATION	69	29731	327		22.06.2018
15/9-8	3493	3625	SLEIPNER FM	FORMATION	148	29731	327		22.06.2018
15/9-8	3625	3676	SKAGERRAK FM	FORMATION	146	29731	327		22.06.2018
15/9-8	3676	3730	SMITH BANK FM	FORMATION	149	29731	327		22.06.2018
15/9-9	108	844	UNDIFFERENTIATED	FORMATION	182	29781	328		22.06.2018
15/9-9	844	1092	UTSIRA FM	FORMATION	183	29781	328		22.06.2018
15/9-9	1092	2125	UNDIFFERENTIATED	FORMATION	182	29781	328		22.06.2018
15/9-9	2125	2168	BALDER FM	FORMATION	6	29781	328		22.06.2018
15/9-9	2168	2255	SELE FM	FORMATION	142	29781	328		22.06.2018
15/9-9	2255	2322	LISTA FM	FORMATION	95	29781	328		22.06.2018
15/9-9	2322	2392	HEIMDAL FM	FORMATION	62	29781	328		22.06.2018
15/9-9	2392	2425	MAUREEN FM	FORMATION	102	29781	328		22.06.2018
15/9-9	2425	2452	EKOFISK FM	FORMATION	33	29781	328		22.06.2018
15/9-9	2452	2524	TOR FM	FORMATION	171	29781	328		22.06.2018
15/9-9	2524	2571	HOD FM	FORMATION	66	29781	328		22.06.2018
15/9-9	2571	2590	BLODØKS FM	FORMATION	13	29781	328		22.06.2018
15/9-9	2590	2597	HIDRA FM	FORMATION	65	29781	328		22.06.2018
15/9-9	2597	2606	RØDBY FM	FORMATION	137	29781	328		22.06.2018
15/9-9	2606	2613	SOLA FM	FORMATION	152	29781	328		22.06.2018
15/9-9	2613	2625	ÅSGARD FM	FORMATION	198	29781	328		22.06.2018
15/9-9	2625	2627	DRAUPNE FM	FORMATION	28	29781	328		22.06.2018
15/9-9	2627	2642	HEATHER FM	FORMATION	60	29781	328		22.06.2018
15/9-9	2642	2776	SKAGERRAK FM	FORMATION	146	29781	328		22.06.2018
15/9-9	2776	2969	SMITH BANK FM	FORMATION	149	29781	328		22.06.2018
15/9-9	2969	3011	UNDIFFERENTIATED	FORMATION	182	29781	328		22.06.2018
15/9-9	3011	3014	KUPFERSCHIEFER FM	FORMATION	88	29781	328		22.06.2018
15/9-9	3014	3044	NO FORMAL NAME	FORMATION	111	29781	328		22.06.2018
15/9-10	884	1083	UTSIRA FM	FORMATION	183	29897	69	42125	22.06.2018
15/9-10	1083	1102	UNDIFFERENTIATED	FORMATION	182	29897	69		22.06.2018
15/9-10	1198	1260	SKADE FM	FORMATION	145	29897	69		22.06.2018
15/9-10	1260	2049	NO FORMAL NAME	FORMATION	111	29897	69		22.06.2018
15/9-10	2049	2079	GRID FM	FORMATION	53	29897	69		22.06.2018
15/9-10	2079	2300	NO FORMAL NAME	FORMATION	111	29897	69		22.06.2018
15/9-10	2300	2335	BALDER FM	FORMATION	6	29897	69		22.06.2018
15/9-10	2335	2410	SELE FM	FORMATION	142	29897	69		22.06.2018
15/9-10	2410	2547	LISTA FM	FORMATION	95	29897	69		22.06.2018
15/9-10	2547	2596	HEIMDAL FM	FORMATION	62	29897	69		22.06.2018
15/9-10	2596	2597	LISTA FM	FORMATION	95	29897	69		22.06.2018
15/9-10	2597	2667	TY FM	FORMATION	176	29897	69		22.06.2018
15/9-10	2667	2671	EKOFISK FM	FORMATION	33	29897	69		22.06.2018
15/9-10	2671	2733	TOR FM	FORMATION	171	29897	69		22.06.2018
15/9-10	2733	2871	HOD FM	FORMATION	66	29897	69		22.06.2018
15/9-10	2871	2924	BLODØKS FM	FORMATION	13	29897	69		22.06.2018
15/9-10	2924	2955	SVARTE FM	FORMATION	160	29897	69		22.06.2018
15/9-10	2955	2982	RØDBY FM	FORMATION	137	29897	69		22.06.2018
15/9-10	2982	2991	SOLA FM	FORMATION	152	29897	69		22.06.2018
15/9-10	2991	3004	ÅSGARD FM	FORMATION	198	29897	69		22.06.2018
15/9-10	3004	3059	DRAUPNE FM	FORMATION	28	29897	69		22.06.2018
15/9-10	3059	3070	HEATHER FM	FORMATION	60	29897	69		22.06.2018
15/9-10	3070	3127	HUGIN FM	FORMATION	69	29897	69		22.06.2018
15/9-10	3127	3183	SLEIPNER FM	FORMATION	148	29897	69		22.06.2018
15/9-10	3183	3241	SKAGERRAK FM	FORMATION	146	29897	69		22.06.2018
15/9-10	3241	3289	SMITH BANK FM	FORMATION	149	29897	69		22.06.2018
15/9-11	823	1311	UTSIRA FM	FORMATION	183	29943	329		22.06.2018
15/9-11	2181	2304	BALDER FM	FORMATION	6	29943	329		22.06.2018
15/9-11	2304	2387	LISTA FM	FORMATION	95	29943	329		22.06.2018
15/9-11	2387	2530	HEIMDAL FM	FORMATION	62	29943	329		22.06.2018
15/9-11	2530	2557	EKOFISK FM	FORMATION	33	29943	329		22.06.2018
15/9-11	2557	2624	JORSALFARE FM	FORMATION	74	29943	329		22.06.2018
15/9-11	2624	2674	KYRRE FM	FORMATION	92	29943	329		22.06.2018
15/9-11	2674	2700	BLODØKS FM	FORMATION	13	29943	329		22.06.2018
15/9-11	2700	2705	HIDRA FM	FORMATION	65	29943	329		22.06.2018
15/9-11	2705	2718	RØDBY FM	FORMATION	137	29943	329		22.06.2018
15/9-11	2718	2725	SOLA FM	FORMATION	152	29943	329		22.06.2018
15/9-11	2725	2752	ÅSGARD FM	FORMATION	198	29943	329		22.06.2018
15/9-11	2752	2766	DRAUPNE FM	FORMATION	28	29943	329		22.06.2018
15/9-11	2766	2795	HEATHER FM	FORMATION	60	29943	329		22.06.2018
15/9-11	2795	2830	HUGIN FM	FORMATION	69	29943	329		22.06.2018
15/9-11	2830	2950	SMITH BANK FM	FORMATION	149	29943	329		22.06.2018
15/9-12	822	1066	UTSIRA FM	FORMATION	183	30009	330		22.06.2018
15/9-12	1394	1823	SKADE FM	FORMATION	145	30009	330		22.06.2018
15/9-12	1823	2220	FRIGG FM	FORMATION	45	30009	330		22.06.2018
15/9-12	2220	2269	BALDER FM	FORMATION	6	30009	330		22.06.2018
15/9-12	2269	2328	SELE FM	FORMATION	142	30009	330		22.06.2018
15/9-12	2328	2374	LISTA FM	FORMATION	95	30009	330		22.06.2018
15/9-12	2374	2625	HEIMDAL FM	FORMATION	62	30009	330		22.06.2018
15/9-12	2625	2723	MAUREEN FM	FORMATION	102	30009	330		22.06.2018
15/9-12	2764	2979	TOR FM	FORMATION	171	30009	330		22.06.2018
15/9-12	2979	3233	HOD FM	FORMATION	66	30009	330		22.06.2018
15/9-12	3233	3246	BLODØKS FM	FORMATION	13	30009	330		22.06.2018
15/9-12	3246	3295	HIDRA FM	FORMATION	65	30009	330		22.06.2018
15/9-12	3295	3348	RØDBY FM	FORMATION	137	30009	330		22.06.2018
15/9-12	3348	3360	SOLA FM	FORMATION	152	30009	330		22.06.2018
15/9-12	3360	3400	ÅSGARD FM	FORMATION	198	30009	330		22.06.2018
15/9-12	3400	3498	DRAUPNE FM	FORMATION	28	30009	330		22.06.2018
15/9-12	3498	3510	HEATHER FM	FORMATION	60	30009	330		22.06.2018
15/9-12	3510	3694	HUGIN FM	FORMATION	69	30009	330		22.06.2018
15/9-12	3694	3740	SLEIPNER FM	FORMATION	148	30009	330		22.06.2018
15/9-13	869	1053	UTSIRA FM	FORMATION	183	30098	45		22.06.2018
15/9-13	1053	1143	UNDIFFERENTIATED	FORMATION	182	30098	45		22.06.2018
15/9-13	2198	2246	BALDER FM	FORMATION	6	30098	45		22.06.2018
15/9-13	2246	2330	SELE FM	FORMATION	142	30098	45		22.06.2018
15/9-13	2330	2395	LISTA FM	FORMATION	95	30098	45		22.06.2018
15/9-13	2395	2440	HEIMDAL FM	FORMATION	62	30098	45		22.06.2018
15/9-13	2440	2593	TOR FM	FORMATION	171	30098	45		22.06.2018
15/9-13	2593	2650	HOD FM	FORMATION	66	30098	45		22.06.2018
15/9-13	2650	2664	BLODØKS FM	FORMATION	13	30098	45		22.06.2018
15/9-13	2664	2674	SVARTE FM	FORMATION	160	30098	45		22.06.2018
15/9-13	2674	2690	RØDBY FM	FORMATION	137	30098	45		22.06.2018
15/9-13	2690	2698	SOLA FM	FORMATION	152	30098	45		22.06.2018
15/9-13	2698	2741	ÅSGARD FM	FORMATION	198	30098	45		22.06.2018
15/9-13	2741	2762	DRAUPNE FM	FORMATION	28	30098	45		22.06.2018
15/9-13	2762	2764	HEATHER FM	FORMATION	60	30098	45		22.06.2018
15/9-13	2764	2791	HUGIN FM	FORMATION	69	30098	45		22.06.2018
15/9-13	2791	3256	SMITH BANK FM	FORMATION	149	30098	45		22.06.2018
15/9-14	925	1078	UTSIRA FM	FORMATION	183	30129	71		22.06.2018
15/9-14	1260	2048	NO FORMAL NAME	FORMATION	111	30129	71		22.06.2018
15/9-14	2048	2387	NO FORMAL NAME	FORMATION	111	30129	71		22.06.2018
15/9-14	2387	2427	BALDER FM	FORMATION	6	30129	71		22.06.2018
15/9-14	2427	2484	SELE FM	FORMATION	142	30129	71		22.06.2018
15/9-14	2484	2623	LISTA FM	FORMATION	95	30129	71		22.06.2018
15/9-14	2623	2698	HEIMDAL FM	FORMATION	62	30129	71		22.06.2018
15/9-14	2698	2756	TY FM	FORMATION	176	30129	71		22.06.2018
15/9-14	2756	2765	EKOFISK FM	FORMATION	33	30129	71		22.06.2018
15/9-14	2765	2889	TOR FM	FORMATION	171	30129	71		22.06.2018
15/9-14	2889	3040	HOD FM	FORMATION	66	30129	71		22.06.2018
15/9-14	3040	3075	BLODØKS FM	FORMATION	13	30129	71		22.06.2018
15/9-14	3075	3082	SVARTE FM	FORMATION	160	30129	71		22.06.2018
15/9-14	3082	3131	RØDBY FM	FORMATION	137	30129	71		22.06.2018
15/9-14	3131	3142	SOLA FM	FORMATION	152	30129	71		22.06.2018
15/9-14	3142	3176	ÅSGARD FM	FORMATION	198	30129	71		22.06.2018
15/9-14	3176	3212	DRAUPNE FM	FORMATION	28	30129	71		22.06.2018
15/9-14	3212	3226	HEATHER FM	FORMATION	60	30129	71		22.06.2018
15/9-14	3226	3254	HUGIN FM	FORMATION	69	30129	71		22.06.2018
15/9-14	3254	3360	SLEIPNER FM	FORMATION	148	30129	71		22.06.2018
15/9-14	3360	3543	SKAGERRAK FM	FORMATION	146	30129	71		22.06.2018
15/9-14	3543	3563	SMITH BANK FM	FORMATION	149	30129	71		22.06.2018
15/9-15	883.5	1129	UTSIRA FM	FORMATION	183	30164	74		22.06.2018
15/9-15	2027	2208	FRIGG FM	FORMATION	45	30164	74		22.06.2018
15/9-15	2208	2243	BALDER FM	FORMATION	6	30164	74		22.06.2018
15/9-15	2243	2332	SELE FM	FORMATION	142	30164	74		22.06.2018
15/9-15	2332	2418	LISTA FM	FORMATION	95	30164	74		22.06.2018
15/9-15	2418	2606	TOR FM	FORMATION	171	30164	74		22.06.2018
15/9-15	2606	2672	HOD FM	FORMATION	66	30164	74		22.06.2018
15/9-15	2672	2719	BLODØKS FM	FORMATION	13	30164	74		22.06.2018
15/9-15	2751	2806	DRAUPNE FM	FORMATION	28	30164	74		22.06.2018
15/9-15	2806	2821	HEATHER FM	FORMATION	60	30164	74		22.06.2018
15/9-15	2821	3200	SKAGERRAK FM	FORMATION	146	30164	74		22.06.2018
15/9-16	842	1088	UTSIRA FM	FORMATION	183	30187	79		22.06.2018
15/9-16	2157	2210	BALDER FM	FORMATION	6	30187	79		22.06.2018
15/9-16	2210	2275	SELE FM	FORMATION	142	30187	79		22.06.2018
15/9-16	2275	2378	LISTA FM	FORMATION	95	30187	79		22.06.2018
15/9-16	2378	2488.5	HEIMDAL FM	FORMATION	62	30187	79		22.06.2018
15/9-16	2488.5	2586	TOR FM	FORMATION	171	30187	79		22.06.2018
15/9-16	2586	2643	HOD FM	FORMATION	66	30187	79		22.06.2018
15/9-16	2643	2705	BLODØKS FM	FORMATION	13	30187	79		22.06.2018
15/9-16	2705	3011	SMITH BANK FM	FORMATION	149	30187	79		22.06.2018
15/9-16	3065	3067.5	KUPFERSCHIEFER FM	FORMATION	88	30187	79		22.06.2018
15/9-17	832	1210	UTSIRA FM	FORMATION	183	30405	60		22.06.2018
15/9-17	2203	2253	BALDER FM	FORMATION	6	30405	60		22.06.2018
15/9-17	2253	2304	SELE FM	FORMATION	142	30405	60		22.06.2018
15/9-17	2304	2378	LISTA FM	FORMATION	95	30405	60		22.06.2018
15/9-17	2378	2486	HEIMDAL FM	FORMATION	62	30405	60		22.06.2018
15/9-17	2486	2491	EKOFISK FM	FORMATION	33	30405	60		22.06.2018
15/9-17	2491	2612	TOR FM	FORMATION	171	30405	60		22.06.2018
15/9-17	2612	2679	HOD FM	FORMATION	66	30405	60		22.06.2018
15/9-17	2679	2704	BLODØKS FM	FORMATION	13	30405	60		22.06.2018
15/9-17	2704	2712	RØDBY FM	FORMATION	137	30405	60		22.06.2018
15/9-17	2712	2715	DRAUPNE FM	FORMATION	28	30405	60		22.06.2018
15/9-17	2741	2847	SKAGERRAK FM	FORMATION	146	30405	60		22.06.2018
15/9-17	2847	3120	SMITH BANK FM	FORMATION	149	30405	60		22.06.2018
15/9-18	866	1210	UTSIRA FM	FORMATION	183	30743	36		22.06.2018
15/9-18	1254	2071	NO FORMAL NAME	FORMATION	111	30743	36		22.06.2018
15/9-18	2071	2291	NO FORMAL NAME	FORMATION	111	30743	36		22.06.2018
15/9-18	2291	2338	BALDER FM	FORMATION	6	30743	36		22.06.2018
15/9-18	2338	2405	SELE FM	FORMATION	142	30743	36		22.06.2018
15/9-18	2405	2465	LISTA FM	FORMATION	95	30743	36		22.06.2018
15/9-18	2465	2665	HEIMDAL FM	FORMATION	62	30743	36		22.06.2018
15/9-18	2665	2702	TY FM	FORMATION	176	30743	36		22.06.2018
15/9-18	2702	2706	EKOFISK FM	FORMATION	33	30743	36		22.06.2018
15/9-18	2706	2843	TOR FM	FORMATION	171	30743	36		22.06.2018
15/9-18	2843	2931	HOD FM	FORMATION	66	30743	36		22.06.2018
15/9-18	2931	2993	BLODØKS FM	FORMATION	13	30743	36		22.06.2018
15/9-18	2993	3013	SVARTE FM	FORMATION	160	30743	36		22.06.2018
15/9-18	3013	3061	RØDBY FM	FORMATION	137	30743	36		22.06.2018
15/9-18	3061	3076	SOLA FM	FORMATION	152	30743	36		22.06.2018
15/9-18	3076	3108	ÅSGARD FM	FORMATION	198	30743	36		22.06.2018
15/9-18	3108	3213	DRAUPNE FM	FORMATION	28	30743	36		22.06.2018
15/9-18	3213	3237	HEATHER FM	FORMATION	60	30743	36		22.06.2018
15/9-18	3237	3410	HUGIN FM	FORMATION	69	30743	36		22.06.2018
15/9-18	3410	3420	SLEIPNER FM	FORMATION	148	30743	36		22.06.2018
15/9-18	3420	3593	SKAGERRAK FM	FORMATION	146	30743	36		22.06.2018
15/9-18	3593	3622	SMITH BANK FM	FORMATION	149	30743	36		22.06.2018
15/9-19 A	850	1110.5	UTSIRA FM	FORMATION	183	35743	3145		22.06.2018
15/9-19 A	1316	1453.5	SKADE FM	FORMATION	145	35743	3145		22.06.2018
15/9-19 A	1453.5	2777.5	NO FORMAL NAME	FORMATION	111	35743	3145		22.06.2018
